rawName,normalizedName,occurrences,unitExamples,resolutionStatus,chosenWeaponId,chosenWeaponName,chosenTechBase,candidateWeaponIds,suggestion
Extended LRM 10,extendedlrm10,11,Stalker II STK-9A; Salamander PPR-7T; Valkyrie VLK-QD8; Pandarus LFA-1A; Alpha Wolf C; Valkyrie VLK-QD6; Orion ON3-MX,unmatched,,,,,"Possible altName ""Extended LRM 10"" for: is_lrm_10, clan_lrm_10, is_lrm_5, clan_lrm_5, is_lrm_15"
C3 Computer (Master),c3computermaster,10,Atlas AS7-CM; Lao Hu LHU-3B; Fennec FEC-1CM; BattleMaster BLR-CM; Pendragon PDG-3R; Ares ARS-V1C Aphrodite; Panther PNT-CM; Black Hawk-KU BHKU-O (Albert),unmatched,,,,is_c3_computer_master,"Possible altName ""C3 Computer (Master)"" for: is_c3_computer_master, is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle"
ISLBXAC20,islbxac20,10,Charger CGR-SA5; Highlander HGN-734; Hunchback HBK-5S; King Crab KGC-005; Zeus-X ZEU-9WD; Axman AXM-3S; Thanatos TNS-4T; Excalibur EXC-C1 (Cernunnos),matched,is_lb_20_x_ac,LB 20-X AC,Inner Sphere,is_lb_20_x_ac,
ISRocketLauncher15,isrocketlauncher15,10,Commando COM-4H; JagerMech JM6-H; Panther PNT-14S; Anubis ABS-3R; Brigand LDT-X2,matched,is_rocket_launcher_15,Rocket Launcher 15,Inner Sphere,is_rocket_launcher_15,
Heavy Machine Gun Array,heavymachinegunarray,10,Dragonfly F; Koshi G; Buccaneer BCN-5W; Locust IIC 6; Cougar F; Carbine CON-9M-JB ConstructionMech MOD,matched,is_machine_gun_array,Machine Gun Array,Inner Sphere,is_machine_gun_array,
Light Auto Cannon/2,lightautocannon2,10,JagerMech JM6-DDa; Viking VKG-3W; JagerMech JM7-C3BS; Valkyrie VLK-QD2,matched,is_light_ac_2,Light AC/2,Inner Sphere,is_light_ac_2,
Medium VSP,mediumvsp,10,Barghest BGS-7S; Beowulf BEO-14; Cossack C-1FC; Eagle EGL-3M; Helios HEL-6X; Toyama TYM-1C,unmatched,,,,,"Possible altName ""Medium VSP"" for: is_er_medium_laser, clan_er_medium_laser, is_medium_laser, is_medium_pulse_laser, clan_medium_pulse_laser"
CLStreakSRM4,clstreaksrm4,10,Arcas ; Spirit ; Mad Cat Mk II 2; Commando COM-7S2 (Freyr),matched,clan_streak_srm_4,Streak SRM 4,Clan,clan_streak_srm_4; is_streak_srm_4,
ISMediumVSPLaser,ismediumvsplaser,10,Legacy LGC-05; No-Dachi NDA-3S; Sagittaire SGT-10X; Spatha SP2-X 'Warlord',unmatched,,,,,"Possible altName ""ISMediumVSPLaser"" for: is_er_medium_laser, clan_er_medium_laser, is_medium_laser, is_medium_pulse_laser, clan_medium_pulse_laser"
Thunderbolt 20,thunderbolt20,10,Seraph C-SRP-OE Eminus; Orochi OR-2I; Thunder Hawk TDK-7Z; Thunder Hawk TDK-7ZEM,unmatched,,,,,"Possible altName ""Thunderbolt 20"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
iATM 12,iatm12,10,Pariah (Septicemia) A-Z; Pariah (Septicemia) Z; Savage Coyote Z; Thor Z; Turkina Z,unmatched,,,,,"Possible altName ""iATM 12"" for: clan_atm_12, clan_atm_3, clan_atm_6, clan_atm_9"
RISC Hyper Laser,rischyperlaser,10,'Battle Tripod' R/H3L-2X; Emperor EMP-6X; Legionnaire LGN-2K-RISC; Mad Cat Mk IV PR RISC; Malice MAL-Y-SH-RISC,unmatched,,,,,"Possible altName ""RISC Hyper Laser"" for: is_er_small_laser, clan_er_small_laser, is_er_medium_laser, clan_er_medium_laser, is_er_large_laser"
ISLAC2,islac2,9,Annihilator ANH-3A; Annihilator ANH-4A; Hussar HSR-900-D; King Crab KGC-008,matched,is_light_ac_2,Light AC/2,Inner Sphere,is_light_ac_2,
ISSRM2,issrm2,9,Assassin ASN-99; Firestarter FS9-P; Mongoose MON-69; Sentinel STN-3M; Sentinel STN-C; Lightray LGH-4Y; No-Dachi NDA-1K,matched,is_srm_2,SRM 2,Inner Sphere,is_srm_2; clan_srm_2,
CLHeavyLargeLaser,clheavylargelaser,9,Hellfire 2; Hellfire ; Pinion 2; Pinion ; Solitaire ; Pinion 3; Scylla 3; Solitaire 2,matched,clan_heavy_large_laser,Heavy Large Laser,Clan,clan_heavy_large_laser,
Thunderbolt 10,thunderbolt10,9,Grigori C-GRG-O (Tamiel); Gallant GLT-8-0; Gauntlet GTL-1O; Archangel C-ANG-OS Caelestis; Griffin GRF-6R; Phoenix PX-1KT; Firebee WI-WAM MilitiaMech,unmatched,,,,,"Possible altName ""Thunderbolt 10"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
Blazer Cannon,blazercannon,9,Eisenfaust EFT-8X; Rook NH-3X; Archangel C-ANG-OS Caelestis; Deva C-DVA-OS Caelestis; Marauder MAD-4X; Zeus ZEU-6Y,unmatched,,,,,"Possible altName ""Blazer Cannon"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
Light TAG [Clan],lighttagclan,9,Mad Cat (Bounty Hunter); Nobori-nin E; Stormwolf D; Stormwolf Prime; Hankyu F; Fenris G; Dragonfly R; Doloire DLR-OBLO,unmatched,,,,,"Possible altName ""Light TAG [Clan]"" for: clan_light_tag, is_tag, clan_tag, is_light_ac_2, is_light_ac_5"
IS Coolant Pod,iscoolantpod,9,Juggernaut JG-R9TX1 'Leapin' Lil'; Dervish DV-8D2 'Lightbringer'; Hellspawn HSN-7D2 (Halperin),unmatched,,,,,"Add ""IS Coolant Pod"" as an altName to the correct weapon definition."
ISAC10,isac10,8,Annihilator ANH-1A; Hoplite HOP-4A; Hoplite HOP-4C; Hunchback HBK-4G (Shakir); Kodiak (Cale),matched,is_autocannon_10,Autocannon/10,Inner Sphere,is_autocannon_10,
ISHeavyGaussRifle,isheavygaussrifle,8,Atlas AS7-S2; Banshee BNC-6S; Caesar CES-4S; Highlander HGN-738; Stalker STK-8S; Fafnir FNR-5; Fafnir FNR-4A (Peter),matched,is_heavy_gauss_rifle,Heavy Gauss Rifle,Inner Sphere,is_heavy_gauss_rifle,
ISMML9,ismml9,8,Charger CGR-KMZ; Hunchback HBK-5SS; Akuma AKU-2XK; Verfolger VR6-C; Grim Reaper GRM-R-PR62A,matched,is_mml_9,MML 9,Inner Sphere,is_mml_9,
CLLRM15,cllrm15,8,Hoplite C; Prometheus ; Blood Kite 2; Blood Kite Kite,matched,clan_lrm_15,LRM 15,Clan,clan_lrm_15; is_lrm_15,
ISNarcBeacon,isnarcbeacon,8,Kintaro KTO-19; Orion ON1-M; Raven RVN-4L; Raven RVN-4LC; Raven RVN-SR 'Shattered Raven'; Stalker STK-5M; Trebuchet TBT-7M; Jenner JR7-K (Grace II),matched,is_narc_missile_beacon,Narc Missile Beacon,Inner Sphere,is_narc_missile_beacon,
ISMRM20,ismrm20,8,Trebuchet TBT-9K; Chimera CMA-1S; Chimera CMA-C; No-Dachi NDA-1K; Thanatos TNS-4S; Thanatos TNS-4T,matched,is_mrm_20,MRM 20,Inner Sphere,is_mrm_20,
Bombast Laser,bombastlaser,8,Strider SR1-OX; Berserker BRZ-D4; Uraeus UAE-7R; Merlin MLN-SX; Penthesilea PEN-3H; Ryoken III-XP D; Banshee BNC-11X,unmatched,,,,,"Possible altName ""Bombast Laser"" for: is_er_small_laser, clan_er_small_laser, is_er_medium_laser, clan_er_medium_laser, is_er_large_laser"
ProtoMech AC/4,protomechac4,8,Stooping Hawk G; Uller T; Fire Falcon G; Grendel I; Phantom G; Koshi K,unmatched,,,,,"Possible altName ""ProtoMech AC/4"" for: is_autocannon_2, is_autocannon_5, is_autocannon_10, is_autocannon_20, is_lb_2_x_ac"
C3 Master Boosted with TAG,c3masterboostedwithtag,8,Cyclops CP-11-C3; Gunslinger GUN-2ERDr; Naginata NG-C3Ar; Vandal LI-OA; Fennec FEC-5CM; Hauptmann HA1-OM; Strider SR1-OM,unmatched,,,,,"Possible altName ""C3 Master Boosted with TAG"" for: is_tag, clan_tag, is_c3_computer_master, is_flamer, clan_flamer"
Improved Large Laser,improvedlargelaser,8,Cestus CTS-6Y-EC; Enfield END-6J-EC; Phoenix Hawk PXH-1-EC; Pulverizer PUL-3R; Starslayer STY-2C-EC,unmatched,,,,,"Possible altName ""Improved Large Laser"" for: is_large_laser, is_er_large_laser, clan_er_large_laser, is_large_pulse_laser, is_large_xpulse_laser"
Rocket Launcher 10 (PP),rocketlauncher10pp,8,Crosscut ED-X2 LoggerMech (RL),matched,is_rocket_launcher_10,Rocket Launcher 10,Inner Sphere,is_rocket_launcher_10,
iATM 9,iatm9,8,Mad Cat Z; Osteon Prime; Ryoken Z,unmatched,,,,,"Possible altName ""iATM 9"" for: clan_atm_9, clan_atm_3, clan_atm_6, clan_atm_12"
Sword,sword,7,Assassin ASN-99; Vindicator VND-5L; No-Dachi NDA-1K; No-Dachi NDA-2K; Chimera CMA-2K; Gurkha GUR-6G; Spatha SP2-X 'Warlord',unmatched,,,,,"Add ""Sword"" as an altName to the correct weapon definition."
ISAC5,isac5,7,Cataphract CTF-4X; Hatamoto-Ku HTM-27W; Lancelot LNC25-03; Grand Dragon DRG-1G (Douglas); Shadow Hawk SHD-1R,matched,is_autocannon_5,Autocannon/5,Inner Sphere,is_autocannon_5,
ISC3MasterComputer,isc3mastercomputer,7,Grand Dragon DRG-9KC; Hatamoto-Hi HTM-CM; Katana (Crockett) CRK-5003-CM; Sagittaire SGT-9D; Tessen TSN-C3M; Thunderbolt TDR-10M (Ilyena); Kodiak (Cale),matched,is_c3_computer_master,C3 Computer (Master),Inner Sphere,is_c3_computer_master,
CLLRM20,cllrm20,7,Imp C; Scylla ; Bowman 2; Mad Cat III 2 (MWDA),matched,clan_lrm_20,LRM 20,Clan,clan_lrm_20; is_lrm_20,
'Mech Mortar 4,mechmortar4,7,Antlion LK-3D; Minsk 2; Woodsman D,unmatched,,,,,"Add ""'Mech Mortar 4"" as an altName to the correct weapon definition."
Small Re-engineered Laser,smallreengineeredlaser,7,Blackjack BJ2-OG; Cuirass CDR-2X; Night Stalker NSR-K7; Fire Falcon R; Hornet HNT-181,unmatched,,,,,"Possible altName ""Small Re-engineered Laser"" for: is_er_small_laser, clan_er_small_laser, is_small_laser, is_small_pulse_laser, clan_small_pulse_laser"
Flamer (Vehicle),flamervehicle,7,Crosscut ED-X2 (Flamer); Demeter WLD-1-M AgroMech MOD; Pompier GM-4P PoliceMech; Crosscut ED-X2M LoggerMech MOD; Grommet D90 MilitiaMech,matched,is_flamer,Flamer,Inner Sphere,is_flamer; clan_flamer,
Streak SRM 2 (I-OS),streaksrm2ios,7,Shadow Hawk SHD-6D; Hellion T; Wasp C; Linebacker G,matched,clan_streak_srm_2,Streak SRM 2,Clan,is_streak_srm_2; clan_streak_srm_2,
ISLAC5,islac5,6,Blackjack BJ-4; Clint CLNT-3-3T; Sentinel STN-5WB; Uziel UZL-2S (Jacob II),matched,is_light_ac_5,Light AC/5,Inner Sphere,is_light_ac_5,
ISLBXAC2,islbxac2,6,Catapult CPLT-C2; JagerMech JM6-H; JagerMech JM7-G,matched,is_lb_2_x_ac,LB 2-X AC,Inner Sphere,is_lb_2_x_ac,
ISImprovedNarc,isimprovednarc,6,Champion CHP-3P; Exterminator EXT-5E; Hermes II HER-5C; Kintaro KTO-21; Tessen TSN-1C; Tessen TSN-C3,matched,is_improved_narc_launcher,Improved Narc Launcher,Inner Sphere,is_improved_narc_launcher,
CLMG,clmg,6,Prometheus ,matched,clan_machine_gun,Machine Gun,Clan,clan_machine_gun; is_machine_gun,
CLLargePulseLaser,cllargepulselaser,6,Prometheus ; Great Wyrm (Aemelia); Nightstar NSR-9J (Brubaker); Hermes II HER-7S,matched,clan_large_pulse_laser,Large Pulse Laser,Clan,clan_large_pulse_laser; is_large_pulse_laser; is_large_xpulse_laser,
CLATM6,clatm6,6,Hellfire 2; Lobo ; Black Hawk (Standard) 2,matched,clan_atm_6,ATM 6,Clan,clan_atm_6,
CLHeavySmallLaser,clheavysmalllaser,6,Hellfire ; Lobo ; Solitaire ; Spirit ; Solitaire 2,matched,clan_heavy_small_laser,Heavy Small Laser,Clan,clan_heavy_small_laser,
CLATM3,clatm3,6,Rabid Coyote 2,matched,clan_atm_3,ATM 3,Clan,clan_atm_3,
ISERFlamer,iserflamer,6,Bloodhound B3-HND; Vanquisher VQR-7U,unmatched,,,,,"Possible altName ""ISERFlamer"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
Sniper,sniper,6,Helepolis HEP-2H; Helepolis HEP-2X; Helepolis HEP-3H; Helepolis HEP-4H; Orion ON1-K (Muller); Helepolis HEP-1H,unmatched,,,,,"Possible altName ""Sniper"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
Enhanced PPC,enhancedppc,6,Devastator DVS-2-EC; Pulverizer PUL-3R; Redback ; Talon TLN-5W-EC; Pulverizer PUL-2V,unmatched,,,,,"Possible altName ""Enhanced PPC"" for: is_ppc, is_light_ppc, is_heavy_ppc, is_er_ppc, clan_er_ppc"
Cargo (1 ton),cargo1ton,6,Crosscut ED-X2 LoggerMech; Powerman SC XI LoaderMech,unmatched,,,,,"Add ""Cargo (1 ton)"" as an altName to the correct weapon definition."
ISAngelECM,isangelecm,6,Highlander HGN-641-X-2; Tessen TSN-X-4; Charger CGR-1X1; Spatha SP2-X 'Warlord'; Jackal JA-KL-1579; Hellspawn HSN-7D2 (Halperin),unmatched,,,,,"Add ""ISAngelECM"" as an altName to the correct weapon definition."
CLUltraAC10,clultraac10,5,Annihilator C; Hoplite C,matched,clan_ultra_ac_10,Ultra AC/10,Clan,clan_ultra_ac_10; is_ultra_ac_10,
ISLightGaussRifle,islightgaussrifle,5,Centurion CN9-D3D; Centurion CN9-D4D; Guillotine GLT-6WB2; Hermes II HER-5ME 'Mercury Elite'; Vulcan VT-6M,matched,is_light_gauss_rifle,Light Gauss Rifle,Inner Sphere,is_light_gauss_rifle,
CLSRM6,clsrm6,5,Champion C; Prometheus ; Hellfire 3,matched,clan_srm_6,SRM 6,Clan,clan_srm_6; is_srm_6,
CLSmallPulseLaser,clsmallpulselaser,5,Champion C; Pinion 2; Scylla 2,matched,clan_small_pulse_laser,Small Pulse Laser,Clan,clan_small_pulse_laser; is_small_pulse_laser,
ISMRM10,ismrm10,5,Grand Dragon DRG-7K; Ninja-To NJT-2; No-Dachi NDA-2K; Panther PNT-12K,matched,is_mrm_10,MRM 10,Inner Sphere,is_mrm_10,
'Mech Mortar 8,mechmortar8,5,Crossbow D; Osteon A,unmatched,,,,,"Add ""'Mech Mortar 8"" as an altName to the correct weapon definition."
CLLRM10,cllrm10,5,Hellfire ; Spirit ; Mad Cat Mk II 3,matched,clan_lrm_10,LRM 10,Clan,clan_lrm_10; is_lrm_10,
CLECMSuite,clecmsuite,5,Rabid Coyote Coyote; Spirit ; Bowman 2; Bowman 3; Rabid Coyote 2,matched,clan_ecm_suite,ECM Suite,Clan,clan_ecm_suite,
SRM 6 (I-OS),srm6ios,5,Perseus P1E; Celerity CLR-03-OA; Crossbow T,matched,clan_srm_6,SRM 6,Clan,is_srm_6; clan_srm_6,
ISMediumLaser (R),ismediumlaserr,5,Sagittaire SGT-9D; Grand Dragon DRG-1G (Douglas); Quickdraw QKD-8X,matched,is_medium_laser,Medium Laser,Inner Sphere,is_medium_laser,
LRT 10,lrt10,5,Arctic Fox AF1U; Crossbow U; Templar TLR1-OU,unmatched,,,,,"Add ""LRT 10"" as an altName to the correct weapon definition."
ISERSmallLaser (R),isersmalllaserr,5,BattleMaster BLR-10S; Hellspawn HSN-7D2 (Halperin); Rook NH-1X 'Rook-X',matched,is_er_small_laser,ER Small Laser,Inner Sphere,is_er_small_laser; clan_er_small_laser,
Improved Gauss Rifle,improvedgaussrifle,5,Cestus CTS-6Y-EC; Devastator DVS-2-EC; Excalibur EXC-B2b-EC; Vision Quest VQ-1NC,unmatched,,,,,"Possible altName ""Improved Gauss Rifle"" for: is_gauss_rifle, clan_gauss_rifle, is_light_gauss_rifle, is_heavy_gauss_rifle, is_improved_heavy_gauss_rifle"
CLRocketLauncher15Prototype,clrocketlauncher15prototype,5,Carbine CON-1 ConstructionMech (RL),unmatched,,,,,"Possible altName ""CLRocketLauncher15Prototype"" for: is_rocket_launcher_15, is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle"
RISC Advanced Point Defense System,riscadvancedpointdefensesystem,5,Jackalope JLP-BD-L 'Harvey'; Jackalope JLP-KB; Osprey OSP-36; Vulpes VLP-1DX 'Beast',unmatched,,,,,"Add ""RISC Advanced Point Defense System"" as an altName to the correct weapon definition."
ISLaserAntiMissileSystem,islaserantimissilesystem,5,Albatross ALB-5W (Dantalion); Seraph C-SRP-OR (Ravana); Charger CGR-1X1; Spatha SP2-X 'Warlord',unmatched,,,,,"Possible altName ""ISLaserAntiMissileSystem"" for: is_anti_missile_system, clan_anti_missile_system, is_er_small_laser, clan_er_small_laser, is_er_medium_laser"
ISMGA,ismga,4,Bombardier BMB-14K; Javelin JVN-11F; Raven RVN-SR 'Shattered Raven',unmatched,,,,,"Possible altName ""ISMGA"" for: is_machine_gun"
ISMRM30,ismrm30,4,Catapult CPLT-K5; Quickdraw QKD-8K; UrbanMech UM-R68,matched,is_mrm_30,MRM 30,Inner Sphere,is_mrm_30,
ISMML3,ismml3,4,Crockett CRK-5005-1; Lightray LGH-7W,matched,is_mml_3,MML 3,Inner Sphere,is_mml_3,
ISAC2,isac2,4,JagerMech JM6-DD; Mauler MAL-C,matched,is_autocannon_2,Autocannon/2,Inner Sphere,is_autocannon_2,
LAC/2,lac2,4,King Crab KGC-008B; Blade BLD-XR,matched,is_light_ac_2,Light AC/2,Inner Sphere,is_light_ac_2,
CLPlasmaCannon,clplasmacannon,4,Hellfire 3,matched,clan_plasma_cannon,Plasma Cannon,Clan,clan_plasma_cannon,
Nail/Rivet Gun,nailrivetgun,4,Jabberwocky JAW-66D ConstructionMech; Diomede D-M3D-3 ConstructionMech,unmatched,,,,,"Possible altName ""Nail/Rivet Gun"" for: is_light_machine_gun, clan_light_machine_gun, is_machine_gun, clan_machine_gun, is_heavy_machine_gun"
BattleMech Taser,battlemechtaser,4,Morrigan 3; Peacemaker PM-6 PoliceMech; UrbanKnight UM-DKX; Vindicator VND-3LD (Dao),unmatched,,,,,"Possible altName ""BattleMech Taser"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
Long Tom Cannon,longtomcannon,4,Loki Mk II B; Pillager PLG-4X 'Anvil'; Victor VTR-9K2 (St. James),unmatched,,,,,"Add ""Long Tom Cannon"" as an altName to the correct weapon definition."
Extended LRM 20,extendedlrm20,4,Tenshi TN-10-OR; Pendragon PDG-1X MUSE RED,unmatched,,,,,"Possible altName ""Extended LRM 20"" for: is_lrm_20, clan_lrm_20, is_lrm_5, clan_lrm_5, is_lrm_10"
CLStreakSRM6,clstreaksrm6,4,Ryoken II (Tassa); Kodiak (Cale),matched,clan_streak_srm_6,Streak SRM 6,Clan,clan_streak_srm_6; is_streak_srm_6,
Improved SRM 6,improvedsrm6,4,Naja KTO-19b-EC; Naja ,unmatched,,,,,"Possible altName ""Improved SRM 6"" for: is_srm_6, clan_srm_6, is_mml_3, is_mml_5, is_mml_7"
Prototype Rocket Launcher 20,prototyperocketlauncher20,4,Daedalus GTX2 (Militarized),unmatched,,,,,"Possible altName ""Prototype Rocket Launcher 20"" for: is_rocket_launcher_20, is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle"
Vehicular Grenade Launcher,vehiculargrenadelauncher,4,Shadow Hawk SHD-3H2; Wyvern WVE-5UX,unmatched,,,,,"Possible altName ""Vehicular Grenade Launcher"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
CLRotaryAC2,clrotaryac2,4,Kraken-XR ,matched,is_rotary_ac_2,Rotary AC/2,Inner Sphere,is_rotary_ac_2,
ISMPod,ismpod,4,Juggernaut JG-R9TX1 'Leapin' Lil',unmatched,,,,,"Add ""ISMPod"" as an altName to the correct weapon definition."
ISArrowIVSystem,isarrowivsystem,3,Bombardier BMB-05A; Catapult CPLT-C3; Catapult CPLT-C5,unmatched,,,,,"Add ""ISArrowIVSystem"" as an altName to the correct weapon definition."
ISUltraAC10,isultraac10,3,Champion CHP-3P; UrbanMech UM-R69; Hunchback HBK-7X-4,matched,is_ultra_ac_10,Ultra AC/10,Inner Sphere,is_ultra_ac_10; clan_ultra_ac_10,
ISLightMG,islightmg,3,Flea FLE-19; Vulcan VT-6C,unmatched,,,,,"Possible altName ""ISLightMG"" for: is_machine_gun, is_light_ac_2, is_light_ac_5, is_light_gauss_rifle, is_light_machine_gun"
ISLMGA,islmga,3,Flea FLE-19; Vulcan VT-6C,unmatched,,,,,"Possible altName ""ISLMGA"" for: is_machine_gun"
Streak SRM 2 (OS),streaksrm2os,3,Copperhead CPR-HD-002; War Dog WR-DG-02FC,matched,is_streak_srm_2,Streak SRM 2,Inner Sphere,is_streak_srm_2; clan_streak_srm_2,
Large VSP,largevsp,3,Enforcer III ENF-6NAIS; Jinggau JN-G9CC; Sentry SNT-W5,unmatched,,,,,"Possible altName ""Large VSP"" for: is_er_large_laser, clan_er_large_laser, is_large_laser, is_large_pulse_laser, is_large_xpulse_laser"
Small VSP,smallvsp,3,Jinggau JN-G9CC,unmatched,,,,,"Possible altName ""Small VSP"" for: is_er_small_laser, clan_er_small_laser, is_small_laser, is_small_pulse_laser, clan_small_pulse_laser"
CLLightActiveProbe,cllightactiveprobe,3,Blood Kite 2; Mad Cat Mk II 3; Hoplite HOP-4X,matched,clan_light_active_probe,Light Active Probe,Clan,clan_light_active_probe,
CLSRM4,clsrm4,3,Blood Kite Kite,matched,clan_srm_4,SRM 4,Clan,clan_srm_4; is_srm_4,
CLHAG20,clhag20,3,Bowman 3; Scylla 2,matched,clan_hyper_assault_gauss_20,Hyper-Assault Gauss 20,Clan,clan_hyper_assault_gauss_20,
CLERFlamer,clerflamer,3,Hellfire 3; Hermes II HER-7S,unmatched,,,,,"Possible altName ""CLERFlamer"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
CLLBXAC20,cllbxac20,3,Mad Cat Mk II 2; Scylla 3; Wakazashi ,matched,clan_lb_20_x_ac,LB 20-X AC,Clan,clan_lb_20_x_ac; is_lb_20_x_ac,
CLHAG30,clhag30,3,Mad Cat Mk II 3; Scylla 3,matched,clan_hyper_assault_gauss_30,Hyper-Assault Gauss 30,Clan,clan_hyper_assault_gauss_30,
ISBPod,isbpod,3,Bloodhound B3-HND; BattleMaster BLR-10S,matched,is_b_pod,B-Pod,Inner Sphere,is_b_pod; clan_b_pod,
Primitive Prototype PPC,primitiveprototypeppc,3,Mackie MSK-6S; Mackie MSK-5S; Banshee BNC-1E,unmatched,,,,,"Possible altName ""Primitive Prototype PPC"" for: is_ppc, is_light_ppc, is_heavy_ppc, is_er_ppc, clan_er_ppc"
Mech Taser,mechtaser,3,Raptor II RPT-2X; Trebuchet TBT-K7R; Cephalus B,unmatched,,,,,"Possible altName ""Mech Taser"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
C3 Boosted System (Master),c3boostedsystemmaster,3,Hatamoto-Godai HTM-30Z; Yu Huang Y-H12GC,unmatched,,,,,"Possible altName ""C3 Boosted System (Master)"" for: is_flamer, clan_flamer, is_flamer_vehicle, clan_flamer_vehicle, is_er_small_laser"
Lift Hoist,lifthoist,3,Crosscut ED-X2 LoggerMech; Powerman SC XI LoaderMech,unmatched,,,,,"Add ""Lift Hoist"" as an altName to the correct weapon definition."
Light AC/2,lightac2,3,Blackjack BJ-5; Opossum OPO-3 SalvageMech MOD,matched,is_light_ac_2,Light AC/2,Inner Sphere,is_light_ac_2,
ISSBGR,issbgr,3,Emperor EMP-6ME 'Mercury Elite'; Wolf Trap (Tora) WFT-2X 'Bear Trap',unmatched,,,,,"Add ""ISSBGR"" as an altName to the correct weapon definition."
iATM 3,iatm3,3,Dragonfly Z; Koshi Z,unmatched,,,,,"Possible altName ""iATM 3"" for: clan_atm_3, clan_atm_6, clan_atm_9, clan_atm_12"
ISBloodhoundActiveProbe,isbloodhoundactiveprobe,3,Tessen TSN-X-4; Charger CGR-1X1; Grasshopper GHR-7X,unmatched,,,,,"Possible altName ""ISBloodhoundActiveProbe"" for: clan_active_probe, is_autocannon_2, is_autocannon_5, is_autocannon_10, is_autocannon_20"
ISExtendedLRM10,isextendedlrm10,3,Pandarus LFA-1X,unmatched,,,,,"Possible altName ""ISExtendedLRM10"" for: is_lrm_10, clan_lrm_10, is_lrm_5, clan_lrm_5, is_lrm_15"
HVAC/10,hvac10,3,Mauler MAL-4X 'Todesbote'; Atlas AS7-00 (Jurn),unmatched,,,,,"Possible altName ""HVAC/10"" for: is_autocannon_10, is_autocannon_2, is_autocannon_5, is_autocannon_20, is_lb_2_x_ac"
CLLBXAC10,cllbxac10,2,Champion C; Scylla ,matched,clan_lb_10_x_ac,LB 10-X AC,Clan,clan_lb_10_x_ac; is_lb_10_x_ac,
Streak SRM 4 (OS),streaksrm4os,2,Daishi C; Kraken 3,matched,clan_streak_srm_4,Streak SRM 4,Clan,is_streak_srm_4; clan_streak_srm_4,
CLAntiMissileSystem,clantimissilesystem,2,Falcon FLC-6C; Lobo ,matched,clan_anti_missile_system,Anti-Missile System,Clan,clan_anti_missile_system,
ISRotaryAC2,isrotaryac2,2,JagerMech JM7-G,matched,is_rotary_ac_2,Rotary AC/2,Inner Sphere,is_rotary_ac_2,
ISMG,ismg,2,Javelin JVN-11F,matched,is_machine_gun,Machine Gun,Inner Sphere,is_machine_gun,
Clan Light TAG,clanlighttag,2,Icestorm 2; Beowulf C,matched,clan_light_tag,Light TAG,Clan,clan_light_tag,
CLMicroPulseLaser,clmicropulselaser,2,Pinion ,matched,clan_micro_pulse_laser,Micro Pulse Laser,Clan,clan_micro_pulse_laser,
CLAntiPersonnelPod,clantipersonnelpod,2,Bowman 2,matched,clan_a_pod,A-Pod,Clan,clan_a_pod,
CLBPod,clbpod,2,Bowman 3,matched,clan_b_pod,B-Pod,Clan,clan_b_pod; is_b_pod,
CLFlamer,clflamer,2,Hellfire 3,matched,clan_flamer,Flamer,Clan,clan_flamer; is_flamer,
Retractable Blade,retractableblade,2,Gurkha GUR-8G; Seraph C-SRP-OR (Ravana),unmatched,,,,,"Possible altName ""Retractable Blade"" for: is_autocannon_2, is_autocannon_5, is_autocannon_10, is_autocannon_20, is_lb_2_x_ac"
ISSmallVSPLaser,issmallvsplaser,2,Vanquisher VQR-7U,unmatched,,,,,"Possible altName ""ISSmallVSPLaser"" for: is_er_small_laser, clan_er_small_laser, is_small_laser, is_small_pulse_laser, clan_small_pulse_laser"
Nail Gun,nailgun,2,Diomede D-M3D-4 DemolitionMech,unmatched,,,,,"Possible altName ""Nail Gun"" for: is_light_machine_gun, clan_light_machine_gun, is_machine_gun, clan_machine_gun, is_heavy_machine_gun"
SRT 2,srt2,2,Crossbow U,unmatched,,,,,"Add ""SRT 2"" as an altName to the correct weapon definition."
TSEMP One-Shot,tsemponeshot,2,Hellion G; Celerity CLR-04-R,unmatched,,,,,"Possible altName ""TSEMP One-Shot"" for: is_one_shot, clan_one_shot"
