rawName,normalizedName,occurrences,unitExamples,resolutionStatus,chosenWeaponId,chosenWeaponName,chosenTechBase,candidateWeaponIds,suggestion
Flamer (Vehicle),flamervehicle,7,Crosscut ED-X2 (Flamer); Demeter WLD-1-M AgroMech MOD; Pompier GM-4P PoliceMech; Crosscut ED-X2M LoggerMech MOD; Grommet D90 MilitiaMech,matched,is_flamer,Flamer,Inner Sphere,is_flamer; clan_flamer,
Streak SRM 2 (I-OS),streaksrm2ios,7,Shadow Hawk SHD-6D; Hellion T; Wasp C; Linebacker G,matched,clan_streak_srm_2,Streak SRM 2,Clan,is_streak_srm_2; clan_streak_srm_2,
Binary Laser (Blazer) Cannon,binarylaserblazercannon,7,Viper VP-1; Viper VP-7; Urbanmaster UM-S60; Enforcer III ENF-7X MUSE COMPACT,unmatched,,,,,"Possible altName ""Binary Laser (Blazer) Cannon"" for: is_er_small_laser, clan_er_small_laser, is_er_medium_laser, clan_er_medium_laser, is_er_large_laser"
ISAC10,isac10,6,Annihilator ANH-1A; Hoplite HOP-4A; Hoplite HOP-4C,matched,is_autocannon_10,Autocannon/10,Inner Sphere,is_autocannon_10,
Sword,sword,6,Assassin ASN-99; Vindicator VND-5L; No-Dachi NDA-1K; No-Dachi NDA-2K; Chimera CMA-2K; Gurkha GUR-6G,unmatched,,,,,"Add ""Sword"" as an altName to the correct weapon definition."
ISAC5,isac5,6,Cataphract CTF-4X; Hatamoto-Ku HTM-27W; Lancelot LNC25-03; Grand Dragon DRG-1G (Douglas),matched,is_autocannon_5,Autocannon/5,Inner Sphere,is_autocannon_5,
ISLBXAC2,islbxac2,6,Catapult CPLT-C2; JagerMech JM6-H; JagerMech JM7-G,matched,is_lb_2_x_ac,LB 2-X AC,Inner Sphere,is_lb_2_x_ac,
ISC3MasterComputer,isc3mastercomputer,6,Grand Dragon DRG-9KC; Hatamoto-Hi HTM-CM; Katana (Crockett) CRK-5003-CM; Sagittaire SGT-9D; Tessen TSN-C3M; Thunderbolt TDR-10M (Ilyena),matched,is_c3_computer_master,C3 Computer (Master),Inner Sphere,is_c3_computer_master,
CLLRM15,cllrm15,6,Hoplite C; Blood Kite 2; Blood Kite Kite,matched,clan_lrm_15,LRM 15,Clan,clan_lrm_15; is_lrm_15,
Light Auto Cannon/2,lightautocannon2,6,JagerMech JM6-DDa; Viking VKG-3W; Valkyrie VLK-QD2,matched,is_light_ac_2,Light AC/2,Inner Sphere,is_light_ac_2,
CLATM6,clatm6,6,Hellfire 2; Lobo ; Black Hawk (Standard) 2,matched,clan_atm_6,ATM 6,Clan,clan_atm_6,
CLHeavySmallLaser,clheavysmalllaser,6,Hellfire ; Lobo ; Solitaire ; Spirit ; Solitaire 2,matched,clan_heavy_small_laser,Heavy Small Laser,Clan,clan_heavy_small_laser,
CLATM3,clatm3,6,Rabid Coyote 2,matched,clan_atm_3,ATM 3,Clan,clan_atm_3,
ISERFlamer,iserflamer,6,Bloodhound B3-HND; Vanquisher VQR-7U,matched,is_er_flamer,ER Flamer,Inner Sphere,is_er_flamer; clan_er_flamer,
Sniper,sniper,6,Helepolis HEP-2H; Helepolis HEP-2X; Helepolis HEP-3H; Helepolis HEP-4H; Orion ON1-K (Muller); Helepolis HEP-1H,unmatched,,,,,"Possible altName ""Sniper"" for: is_flamer, clan_flamer, is_er_flamer, clan_er_flamer, is_heavy_flamer"
Extended LRM 10,extendedlrm10,6,Salamander PPR-7T; Valkyrie VLK-QD8; Alpha Wolf C; Valkyrie VLK-QD6; Orion ON3-MX,matched,is_elrm_10,Extended LRM 10,Inner Sphere,is_elrm_10,
Cargo (1 ton),cargo1ton,6,Crosscut ED-X2 LoggerMech; Powerman SC XI LoaderMech,unmatched,,,,,"Add ""Cargo (1 ton)"" as an altName to the correct weapon definition."
CLUltraAC10,clultraac10,5,Annihilator C; Hoplite C,matched,clan_ultra_ac_10,Ultra AC/10,Clan,clan_ultra_ac_10; is_ultra_ac_10,
ISLightGaussRifle,islightgaussrifle,5,Centurion CN9-D3D; Centurion CN9-D4D; Guillotine GLT-6WB2; Hermes II HER-5ME 'Mercury Elite'; Vulcan VT-6M,matched,is_light_gauss_rifle,Light Gauss Rifle,Inner Sphere,is_light_gauss_rifle,
CLSmallPulseLaser,clsmallpulselaser,5,Champion C; Pinion 2; Scylla 2,matched,clan_small_pulse_laser,Small Pulse Laser,Clan,clan_small_pulse_laser; is_small_pulse_laser,
ISImprovedNarc,isimprovednarc,5,Champion CHP-3P; Hermes II HER-5C; Kintaro KTO-21; Tessen TSN-1C; Tessen TSN-C3,matched,is_improved_narc_launcher,Improved Narc Launcher,Inner Sphere,is_improved_narc_launcher,
ISMRM10,ismrm10,5,Grand Dragon DRG-7K; Ninja-To NJT-2; No-Dachi NDA-2K; Panther PNT-12K,matched,is_mrm_10,MRM 10,Inner Sphere,is_mrm_10,
CLLRM10,cllrm10,5,Hellfire ; Spirit ; Mad Cat Mk II 3,matched,clan_lrm_10,LRM 10,Clan,clan_lrm_10; is_lrm_10,
CLECMSuite,clecmsuite,5,Rabid Coyote Coyote; Spirit ; Bowman 2; Bowman 3; Rabid Coyote 2,matched,clan_ecm_suite,ECM Suite,Clan,clan_ecm_suite,
RISC Advanced Point Defense System,riscadvancedpointdefensesystem,5,Jackalope JLP-BD-L 'Harvey'; Jackalope JLP-KB; Osprey OSP-36; Vulpes VLP-1DX 'Beast',unmatched,,,,,"Add ""RISC Advanced Point Defense System"" as an altName to the correct weapon definition."
ISLAC5,islac5,4,Blackjack BJ-4; Clint CLNT-3-3T; Sentinel STN-5WB,matched,is_light_ac_5,Light AC/5,Inner Sphere,is_light_ac_5,
ISMGA,ismga,4,Bombardier BMB-14K; Javelin JVN-11F; Raven RVN-SR 'Shattered Raven',unmatched,,,,,"Possible altName ""ISMGA"" for: is_machine_gun"
ISMRM30,ismrm30,4,Catapult CPLT-K5; Quickdraw QKD-8K; UrbanMech UM-R68,matched,is_mrm_30,MRM 30,Inner Sphere,is_mrm_30,
ISMML3,ismml3,4,Crockett CRK-5005-1; Lightray LGH-7W,matched,is_mml_3,MML 3,Inner Sphere,is_mml_3,
ISAC2,isac2,4,JagerMech JM6-DD; Mauler MAL-C,matched,is_autocannon_2,Autocannon/2,Inner Sphere,is_autocannon_2,
LAC/2,lac2,4,King Crab KGC-008B; Blade BLD-XR,matched,is_light_ac_2,Light AC/2,Inner Sphere,is_light_ac_2,
CLPlasmaCannon,clplasmacannon,4,Hellfire 3,matched,clan_plasma_cannon,Plasma Cannon,Clan,clan_plasma_cannon,
Nail/Rivet Gun,nailrivetgun,4,Jabberwocky JAW-66D ConstructionMech; Diomede D-M3D-3 ConstructionMech,unmatched,,,,,"Possible altName ""Nail/Rivet Gun"" for: is_light_machine_gun, clan_light_machine_gun, is_machine_gun, clan_machine_gun, is_heavy_machine_gun"
SRT 6,srt6,4,Balius U,unmatched,,,,,"Add ""SRT 6"" as an altName to the correct weapon definition."
C3 Master Boosted with TAG,c3masterboostedwithtag,4,Fennec FEC-5CM; Hauptmann HA1-OM; Strider SR1-OM,matched,is_c3_computer_master,C3 Computer (Master),Inner Sphere,is_c3_computer_master,
Enhanced PPC,enhancedppc,4,Devastator DVS-2-EC; Pulverizer PUL-3R; Pulverizer PUL-2V,unmatched,,,,,"Possible altName ""Enhanced PPC"" for: is_ppc, is_light_ppc, is_heavy_ppc, is_er_ppc, clan_er_ppc"
'Mech Mortar 4,mechmortar4,4,Woodsman D,unmatched,,,,,"Add ""'Mech Mortar 4"" as an altName to the correct weapon definition."
ISArrowIVSystem,isarrowivsystem,3,Bombardier BMB-05A; Catapult CPLT-C3; Catapult CPLT-C5,matched,is_arrow_iv,Arrow IV,Inner Sphere,is_arrow_iv,
CLSRM6,clsrm6,3,Champion C; Hellfire 3,matched,clan_srm_6,SRM 6,Clan,clan_srm_6; is_srm_6,
ISLightMG,islightmg,3,Flea FLE-19; Vulcan VT-6C,unmatched,,,,,"Possible altName ""ISLightMG"" for: is_machine_gun, is_light_ac_2, is_light_ac_5, is_light_gauss_rifle, is_light_machine_gun"
ISLMGA,islmga,3,Flea FLE-19; Vulcan VT-6C,unmatched,,,,,"Possible altName ""ISLMGA"" for: is_machine_gun"
Streak SRM 2 (OS),streaksrm2os,3,Copperhead CPR-HD-002; War Dog WR-DG-02FC,matched,is_streak_srm_2,Streak SRM 2,Inner Sphere,is_streak_srm_2; clan_streak_srm_2,
Large VSP,largevsp,3,Enforcer III ENF-6NAIS; Jinggau JN-G9CC; Sentry SNT-W5,matched,is_large_vsp_pulse_laser,Large VSP Pulse Laser,Inner Sphere,is_large_vsp_pulse_laser,
Small VSP,smallvsp,3,Jinggau JN-G9CC,matched,is_small_vsp_laser,Small VSP Laser,Inner Sphere,is_small_vsp_laser,
CLLightActiveProbe,cllightactiveprobe,3,Blood Kite 2; Mad Cat Mk II 3; Hoplite HOP-4X,matched,clan_light_active_probe,Light Active Probe,Clan,clan_light_active_probe,
CLSRM4,clsrm4,3,Blood Kite Kite,matched,clan_srm_4,SRM 4,Clan,clan_srm_4; is_srm_4,
CLHAG20,clhag20,3,Bowman 3; Scylla 2,matched,clan_hyper_assault_gauss_20,Hyper-Assault Gauss 20,Clan,clan_hyper_assault_gauss_20,
CLLBXAC20,cllbxac20,3,Mad Cat Mk II 2; Scylla 3; Wakazashi ,matched,clan_lb_20_x_ac,LB 20-X AC,Clan,clan_lb_20_x_ac; is_lb_20_x_ac,
CLHAG30,clhag30,3,Mad Cat Mk II 3; Scylla 3,matched,clan_hyper_assault_gauss_30,Hyper-Assault Gauss 30,Clan,clan_hyper_assault_gauss_30,
ISBPod,isbpod,3,Bloodhound B3-HND; BattleMaster BLR-10S,matched,is_b_pod,B-Pod,Inner Sphere,is_b_pod; clan_b_pod,
SRM 6 (I-OS),srm6ios,3,Perseus P1E; Crossbow T,matched,clan_srm_6,SRM 6,Clan,is_srm_6; clan_srm_6,
ISMediumLaser (R),ismediumlaserr,3,Sagittaire SGT-9D; Grand Dragon DRG-1G (Douglas),matched,is_medium_laser,Medium Laser,Inner Sphere,is_medium_laser,
LRT 15,lrt15,3,Avatar AV1-OU; Thor U,unmatched,,,,,"Add ""LRT 15"" as an altName to the correct weapon definition."
Long Tom Cannon,longtomcannon,3,Loki Mk II B; Pillager PLG-4X 'Anvil',unmatched,,,,,"Add ""Long Tom Cannon"" as an altName to the correct weapon definition."
C3 Boosted System (Master),c3boostedsystemmaster,3,Hatamoto-Godai HTM-30Z; Yu Huang Y-H12GC,unmatched,,,,,"Possible altName ""C3 Boosted System (Master)"" for: is_c3_computer_master, is_flamer, clan_flamer, is_er_flamer, clan_er_flamer"
Small Re-engineered Laser,smallreengineeredlaser,3,Blackjack BJ2-OG; Cuirass CDR-2X; Fire Falcon R,matched,is_small_re-engineered_laser,Small Re-Engineered Laser,Inner Sphere,is_small_re-engineered_laser,
Thunderbolt 10,thunderbolt10,3,Gauntlet GTL-1O; Griffin GRF-6R; Firebee WI-WAM MilitiaMech,matched,is_thunderbolt_10,Thunderbolt 10,Inner Sphere,is_thunderbolt_10,
Lift Hoist,lifthoist,3,Crosscut ED-X2 LoggerMech; Powerman SC XI LoaderMech,unmatched,,,,,"Add ""Lift Hoist"" as an altName to the correct weapon definition."
Light AC/2,lightac2,3,Blackjack BJ-5; Opossum OPO-3 SalvageMech MOD,matched,is_light_ac_2,Light AC/2,Inner Sphere,is_light_ac_2,
CLLBXAC10,cllbxac10,2,Champion C; Scylla ,matched,clan_lb_10_x_ac,LB 10-X AC,Clan,clan_lb_10_x_ac; is_lb_10_x_ac,
ISUltraAC10,isultraac10,2,Champion CHP-3P; UrbanMech UM-R69,matched,is_ultra_ac_10,Ultra AC/10,Inner Sphere,is_ultra_ac_10; clan_ultra_ac_10,
Streak SRM 4 (OS),streaksrm4os,2,Daishi C; Kraken 3,matched,clan_streak_srm_4,Streak SRM 4,Clan,is_streak_srm_4; clan_streak_srm_4,
CLAntiMissileSystem,clantimissilesystem,2,Falcon FLC-6C; Lobo ,matched,clan_anti_missile_system,Anti-Missile System,Clan,clan_anti_missile_system,
ISRotaryAC2,isrotaryac2,2,JagerMech JM7-G,matched,is_rotary_ac_2,Rotary AC/2,Inner Sphere,is_rotary_ac_2,
ISMG,ismg,2,Javelin JVN-11F,matched,is_machine_gun,Machine Gun,Inner Sphere,is_machine_gun,
'Mech Mortar 8,mechmortar8,2,Crossbow D,unmatched,,,,,"Add ""'Mech Mortar 8"" as an altName to the correct weapon definition."
Clan Light TAG,clanlighttag,2,Icestorm 2; Beowulf C,matched,clan_light_tag,Light TAG,Clan,clan_light_tag,
CLMicroPulseLaser,clmicropulselaser,2,Pinion ,matched,clan_micro_pulse_laser,Micro Pulse Laser,Clan,clan_micro_pulse_laser,
CLAntiPersonnelPod,clantipersonnelpod,2,Bowman 2,matched,clan_a_pod,A-Pod,Clan,clan_a_pod,
CLBPod,clbpod,2,Bowman 3,matched,clan_b_pod,B-Pod,Clan,clan_b_pod; is_b_pod,
CLERFlamer,clerflamer,2,Hellfire 3,matched,clan_er_flamer,ER Flamer,Clan,clan_er_flamer; is_er_flamer,
CLFlamer,clflamer,2,Hellfire 3,matched,clan_flamer,Flamer,Clan,clan_flamer; is_flamer,
ISSmallVSPLaser,issmallvsplaser,2,Vanquisher VQR-7U,matched,is_small_vsp_laser,Small VSP Laser,Inner Sphere,is_small_vsp_laser,
Nail Gun,nailgun,2,Diomede D-M3D-4 DemolitionMech,unmatched,,,,,"Possible altName ""Nail Gun"" for: is_light_machine_gun, clan_light_machine_gun, is_machine_gun, clan_machine_gun, is_heavy_machine_gun"
SRT 4,srt4,2,Avatar AV1-OU,unmatched,,,,,"Add ""SRT 4"" as an altName to the correct weapon definition."
CLStreakSRM6,clstreaksrm6,2,Ryoken II (Tassa),matched,clan_streak_srm_6,Streak SRM 6,Clan,clan_streak_srm_6; is_streak_srm_6,
Improved Gauss Rifle,improvedgaussrifle,2,Devastator DVS-2-EC,unmatched,,,,,"Possible altName ""Improved Gauss Rifle"" for: is_gauss_rifle, clan_gauss_rifle, is_light_gauss_rifle, is_heavy_gauss_rifle, is_improved_heavy_gauss_rifle"
Improved Large Laser,improvedlargelaser,2,Pulverizer PUL-3R,unmatched,,,,,"Possible altName ""Improved Large Laser"" for: is_large_laser, is_er_large_laser, clan_er_large_laser, is_large_pulse_laser, is_large_xpulse_laser"
ISThunderbolt15,isthunderbolt15,2,Axman AXM-6T,matched,is_thunderbolt_15,Thunderbolt 15,Inner Sphere,is_thunderbolt_15,
SRM 4 (I-OS),srm4ios,2,Fire Falcon T; Starslayer STY-4C,ambiguous,,,,is_srm_4; clan_srm_4,
ISMediumPulseLaser (R),ismediumpulselaserr,2,Gunslinger GUN-1ERD (Jared),matched,is_medium_pulse_laser,Medium Pulse Laser,Inner Sphere,is_medium_pulse_laser; clan_medium_pulse_laser,
Vehicular Grenade Launcher,vehiculargrenadelauncher,2,Shadow Hawk SHD-3H2,unmatched,,,,,"Possible altName ""Vehicular Grenade Launcher"" for: is_flamer, clan_flamer, is_er_flamer, clan_er_flamer, is_heavy_flamer"
ISLPPC,islppc,2,Jenner JR7-K (Grace II),matched,is_light_ppc,Light PPC,Inner Sphere,is_light_ppc,
Improved Autocannon/5,improvedautocannon5,2,Bull Shark BSK-M3,unmatched,,,,,"Possible altName ""Improved Autocannon/5"" for: is_autocannon_5, is_autocannon_2, is_autocannon_10, is_autocannon_20, is_lb_2_x_ac"
Extended LRM 20,extendedlrm20,2,Pendragon PDG-1X MUSE RED,matched,is_elrm_20,Extended LRM 20,Inner Sphere,is_elrm_20,
ISLBXAC5,islbxac5,1,Assassin ASN-30,matched,is_lb_5_x_ac,LB 5-X AC,Inner Sphere,is_lb_5_x_ac,
CLSRM2,clsrm2,1,Firefly C,matched,clan_srm_2,SRM 2,Clan,clan_srm_2; is_srm_2,
ISSRM4 (OS),issrm4os,1,Quickdraw QKD-5M,matched,is_srm_4,SRM 4,Inner Sphere,is_srm_4; clan_srm_4,
ISUltraAC20,isultraac20,1,Victor VTR-10D,matched,is_ultra_ac_20,Ultra AC/20,Inner Sphere,is_ultra_ac_20; clan_ultra_ac_20,
CLUltraAC20,clultraac20,1,Burrock ,matched,clan_ultra_ac_20,Ultra AC/20,Clan,clan_ultra_ac_20; is_ultra_ac_20,
CLATM12,clatm12,1,Rabid Coyote Coyote,matched,clan_atm_12,ATM 12,Clan,clan_atm_12,
CLATM9,clatm9,1,Bowman 3,matched,clan_atm_9,ATM 9,Clan,clan_atm_9,
CLActiveProbe,clactiveprobe,1,Rabid Coyote 2,matched,clan_active_probe,Active Probe,Clan,clan_active_probe,
ISMRM40,ismrm40,1,Akuma AKU-2X,matched,is_mrm_40,MRM 40,Inner Sphere,is_mrm_40,
ISFluidGun,isfluidgun,1,Bloodhound B3-HND,unmatched,,,,,"Possible altName ""ISFluidGun"" for: is_light_machine_gun, clan_light_machine_gun, is_machine_gun, clan_machine_gun, is_heavy_machine_gun"
Retractable Blade,retractableblade,1,Gurkha GUR-8G,unmatched,,,,,"Possible altName ""Retractable Blade"" for: is_autocannon_2, is_autocannon_5, is_autocannon_10, is_autocannon_20, is_lb_2_x_ac"
Mace,mace,1,No-Dachi NDA-3S,unmatched,,,,,"Possible altName ""Mace"" for: is_autocannon_2, is_autocannon_5, is_autocannon_10, is_autocannon_20, is_lb_2_x_ac"
ISHeavyFlamer,isheavyflamer,1,Vanquisher VQR-7U,matched,is_heavy_flamer,Heavy Flamer,Inner Sphere,is_heavy_flamer; clan_heavy_flamer,
ISRemoteSensorDispenser,isremotesensordispenser,1,Vanquisher VQR-7U,unmatched,,,,,"Possible altName ""ISRemoteSensorDispenser"" for: is_flamer, clan_flamer, is_er_flamer, clan_er_flamer, is_heavy_flamer"
BattleMech Taser,battlemechtaser,1,Morrigan 3,unmatched,,,,,"Possible altName ""BattleMech Taser"" for: is_flamer, clan_flamer, is_er_flamer, clan_er_flamer, is_heavy_flamer"
ISERSmallLaser (R),isersmalllaserr,1,BattleMaster BLR-10S,matched,is_er_small_laser,ER Small Laser,Inner Sphere,is_er_small_laser; clan_er_small_laser,
TSEMP One-Shot,tsemponeshot,1,Hellion G,unmatched,,,,,"Possible altName ""TSEMP One-Shot"" for: is_one_shot, clan_one_shot, tsemp_cannon"
Sniper Cannon,snipercannon,1,Koschei KSC-6L,unmatched,,,,,"Possible altName ""Sniper Cannon"" for: is_flamer, clan_flamer, is_er_flamer, clan_er_flamer, is_heavy_flamer"
Thumper Cannon,thumpercannon,1,Shockwave SKW-8X,unmatched,,,,,"Possible altName ""Thumper Cannon"" for: is_flamer, clan_flamer, is_er_flamer, clan_er_flamer, is_heavy_flamer"
Bombast Laser,bombastlaser,1,Uraeus UAE-7R,unmatched,,,,,"Possible altName ""Bombast Laser"" for: is_er_small_laser, clan_er_small_laser, is_er_medium_laser, clan_er_medium_laser, is_er_large_laser"
SRM 2 (OS),srm2os,1,Wasp LAM Mk I WSP-100,matched,is_srm_2,SRM 2,Inner Sphere,is_srm_2; clan_srm_2,
Chainsaw,chainsaw,1,Crosscut ED-X2 LoggerMech,unmatched,,,,,"Add ""Chainsaw"" as an altName to the correct weapon definition."
Cargo (0.5 tons),cargo05tons,1,Powerman SC XI LoaderMech,unmatched,,,,,"Add ""Cargo (0.5 tons)"" as an altName to the correct weapon definition."
ISMediumXPulseLaser,ismediumxpulselaser,1,Thunder THR-C4,matched,is_medium_xpulse_laser,Medium X-Pulse Laser,Inner Sphere,is_medium_xpulse_laser,
ISThunderbolt20,isthunderbolt20,1,Thunder THR-C4,matched,is_thunderbolt_20,Thunderbolt 20,Inner Sphere,is_thunderbolt_20,
Enhanced LRM 10,enhancedlrm10,1,Griffin GRF-3N,matched,is_enhanced_lrm_10,Enhanced LRM 10,Inner Sphere,is_enhanced_lrm_10,
Enhanced LRM 5,enhancedlrm5,1,Shadow Hawk SHD-7H,matched,is_enhanced_lrm_5,Enhanced LRM 5,Inner Sphere,is_enhanced_lrm_5,
SRM 6 (OS),srm6os,1,Raijin RJN-101-X,matched,is_srm_6,SRM 6,Inner Sphere,is_srm_6; clan_srm_6,
Narc (I-OS),narcios,1,Linebacker F,matched,is_narc_missile_beacon,Narc Missile Beacon,Inner Sphere,is_narc_missile_beacon,
CLLargePulseLaser,cllargepulselaser,1,Great Wyrm (Aemelia),matched,clan_large_pulse_laser,Large Pulse Laser,Clan,clan_large_pulse_laser; is_large_pulse_laser; is_large_xpulse_laser,
ISLargeVSPLaser,islargevsplaser,1,Albatross ALB-5W (Dantalion),matched,is_large_vsp_pulse_laser,Large VSP Pulse Laser,Inner Sphere,is_large_vsp_pulse_laser,
ISLaserAntiMissileSystem,islaserantimissilesystem,1,Albatross ALB-5W (Dantalion),matched,is_laser_ams,Laser AMS,Inner Sphere,is_laser_ams,
CLRotaryAC5,clrotaryac5,1,Hoplite HOP-4X,matched,is_rotary_ac_5,Rotary AC/5,Inner Sphere,is_rotary_ac_5,
CLStreakLRM15,clstreaklrm15,1,Hoplite HOP-4X,matched,clan_streak_lrm_15,Streak LRM 15,Clan,clan_streak_lrm_15,
Blazer Cannon,blazercannon,1,Zeus ZEU-6Y,unmatched,,,,,"Possible altName ""Blazer Cannon"" for: is_flamer, clan_flamer, is_er_flamer, clan_er_flamer, is_heavy_flamer"
