id,unitType,chassis,model,name,fileName,relativePath,tonnage,weightClass,bv,costCBills,techBase,rulesLevel,year,era,role
meks-meks-3039u-locust-lct-1m,meks,Locust,LCT-1M,Locust,Locust LCT-1M.mtf,meks/3039u/Locust LCT-1M.mtf,20,Light,,,Inner Sphere,Introductory,2571,Star League,Missile Boat
meks-meks-3039u-locust-lct-1s,meks,Locust,LCT-1S,Locust,Locust LCT-1S.mtf,meks/3039u/Locust LCT-1S.mtf,20,Light,,,Inner Sphere,Introductory,2567,Star League,Scout
meks-meks-3039u-locust-lct-1v,meks,Locust,LCT-1V,Locust,Locust LCT-1V.mtf,meks/3039u/Locust LCT-1V.mtf,20,Light,,,Inner Sphere,Introductory,2499,Star League,Scout
meks-meks-3085u-phoenix-locust-lct-1v2,meks,Locust,LCT-1V2,Locust,Locust LCT-1V2.mtf,meks/3085u/Phoenix/Locust LCT-1V2.mtf,20,Light,,,Inner Sphere,Standard,3065,Civil War,Scout
meks-meks-rec-guides-ilclan-vol-16-locust-lct-1vb,meks,Locust,LCT-1Vb,Locust,Locust LCT-1Vb.mtf,meks/Rec Guides ilClan/Vol 16/Locust LCT-1Vb.mtf,20,Light,,,Inner Sphere,Standard,2610,Star League,Striker
meks-meks-rec-guides-ilclan-vol-16-locust-lct-3d,meks,Locust,LCT-3D,Locust,Locust LCT-3D.mtf,meks/Rec Guides ilClan/Vol 16/Locust LCT-3D.mtf,20,Light,,,Inner Sphere,Standard,3049,Succession Wars,Missile Boat
meks-meks-rec-guides-ilclan-vol-16-locust-lct-3m,meks,Locust,LCT-3M,Locust,Locust LCT-3M.mtf,meks/Rec Guides ilClan/Vol 16/Locust LCT-3M.mtf,20,Light,,,Inner Sphere,Standard,3050,Clan Invasion,Scout
meks-meks-rec-guides-ilclan-vol-16-locust-lct-3s,meks,Locust,LCT-3S,Locust,Locust LCT-3S.mtf,meks/Rec Guides ilClan/Vol 16/Locust LCT-3S.mtf,20,Light,,,Inner Sphere,Standard,3049,Succession Wars,Striker
meks-meks-3039u-locust-lct-3v,meks,Locust,LCT-3V,Locust,Locust LCT-3V.mtf,meks/3039u/Locust LCT-3V.mtf,20,Light,,,Inner Sphere,Introductory,3004,Succession Wars,Scout
meks-meks-3085u-phoenix-locust-lct-5m,meks,Locust,LCT-5M,Locust,Locust LCT-5M.mtf,meks/3085u/Phoenix/Locust LCT-5M.mtf,20,Light,,,Inner Sphere,Standard,3066,Civil War,Striker
meks-meks-3145-ntnu-rs-locust-lct-5m2,meks,Locust,LCT-5M2,Locust,Locust LCT-5M2.mtf,meks/3145/NTNU RS/Locust LCT-5M2.mtf,20,Light,,,Inner Sphere,Standard,3087,Republic,Scout
meks-meks-3145-ntnu-rs-locust-lct-5m3,meks,Locust,LCT-5M3,Locust,Locust LCT-5M3.mtf,meks/3145/NTNU RS/Locust LCT-5M3.mtf,20,Light,,,Inner Sphere,Standard,3088,Republic,Scout
meks-meks-rec-guides-ilclan-vol-16-locust-lct-5s,meks,Locust,LCT-5S,Locust,Locust LCT-5S.mtf,meks/Rec Guides ilClan/Vol 16/Locust LCT-5S.mtf,20,Light,,,Inner Sphere,Standard,3073,Jihad,Striker
meks-meks-3085u-phoenix-locust-lct-5t,meks,Locust,LCT-5T,Locust,Locust LCT-5T.mtf,meks/3085u/Phoenix/Locust LCT-5T.mtf,20,Light,,,Inner Sphere,Standard,3070,Jihad,Scout
meks-meks-3085u-phoenix-locust-lct-5v,meks,Locust,LCT-5V,Locust,Locust LCT-5V.mtf,meks/3085u/Phoenix/Locust LCT-5V.mtf,20,Light,,,Inner Sphere,Standard,3068,Jihad,Striker
meks-meks-3085u-phoenix-locust-lct-5w,meks,Locust,LCT-5W,Locust,Locust LCT-5W.mtf,meks/3085u/Phoenix/Locust LCT-5W.mtf,20,Light,,,Inner Sphere,Standard,3076,Jihad,Scout
meks-meks-3085u-phoenix-locust-lct-5w2,meks,Locust,LCT-5W2,Locust,Locust LCT-5W2.mtf,meks/3085u/Phoenix/Locust LCT-5W2.mtf,20,Light,,,Inner Sphere,Standard,3079,Jihad,Scout
meks-meks-3085u-phoenix-locust-lct-6m,meks,Locust,LCT-6M,Locust,Locust LCT-6M.mtf,meks/3085u/Phoenix/Locust LCT-6M.mtf,20,Light,,,Inner Sphere,Standard,3071,Jihad,Striker
meks-meks-rec-guides-ilclan-vol-16-locust-lct-7s,meks,Locust,LCT-7S,Locust,Locust LCT-7S.mtf,meks/Rec Guides ilClan/Vol 16/Locust LCT-7S.mtf,20,Light,,,Mixed,Standard,3128,Republic,Scout
meks-meks-rec-guides-ilclan-vol-16-locust-lct-7v,meks,Locust,LCT-7V,Locust,Locust LCT-7V.mtf,meks/Rec Guides ilClan/Vol 16/Locust LCT-7V.mtf,20,Light,,,Inner Sphere,Standard,3102,Republic,Scout
meks-meks-rec-guides-ilclan-vol-16-locust-lct-7v2,meks,Locust,LCT-7V2,Locust,Locust LCT-7V2.mtf,meks/Rec Guides ilClan/Vol 16/Locust LCT-7V2.mtf,20,Light,,,Inner Sphere,Standard,3112,Republic,Sniper
meks-meks-3050u-loki-hellbringer-a,meks,Loki,A,Loki,Loki (Hellbringer) A.mtf,meks/3050U/Loki (Hellbringer) A.mtf,65,Heavy,,,Clan,Standard,2926,Succession Wars,Striker
meks-meks-3050u-loki-hellbringer-b,meks,Loki,B,Loki,Loki (Hellbringer) B.mtf,meks/3050U/Loki (Hellbringer) B.mtf,65,Heavy,,,Clan,Standard,2926,Succession Wars,Striker
meks-meks-3050u-loki-hellbringer-c,meks,Loki,C,Loki,Loki (Hellbringer) C.mtf,meks/3050U/Loki (Hellbringer) C.mtf,65,Heavy,,,Clan,Standard,3054,Clan Invasion,Striker
meks-meks-3050u-loki-hellbringer-d,meks,Loki,D,Loki,Loki (Hellbringer) D.mtf,meks/3050U/Loki (Hellbringer) D.mtf,65,Heavy,,,Clan,Standard,3069,Jihad,Striker
meks-meks-3050u-loki-hellbringer-e,meks,Loki,E,Loki,Loki (Hellbringer) E.mtf,meks/3050U/Loki (Hellbringer) E.mtf,65,Heavy,,,Clan,Standard,3069,Jihad,Sniper
meks-meks-3050u-loki-hellbringer-f,meks,Loki,F,Loki,Loki (Hellbringer) F.mtf,meks/3050U/Loki (Hellbringer) F.mtf,65,Heavy,,,Clan,Standard,3054,Clan Invasion,Striker
meks-meks-3145-ntnu-rs-loki-hellbringer-g,meks,Loki,G,Loki,Loki (Hellbringer) G.mtf,meks/3145/NTNU RS/Loki (Hellbringer) G.mtf,65,Heavy,,,Clan,Advanced,3112,Republic,Skirmisher
meks-meks-3050u-loki-hellbringer-h,meks,Loki,H,Loki,Loki (Hellbringer) H.mtf,meks/3050U/Loki (Hellbringer) H.mtf,65,Heavy,,,Clan,Standard,3059,Clan Invasion,Sniper
meks-meks-rec-guides-ilclan-vol-1-loki-hellbringer-j,meks,Loki,J,Loki,Loki (Hellbringer) J.mtf,meks/Rec Guides ilClan/Vol 1/Loki (Hellbringer) J.mtf,65,Heavy,,,Clan,Standard,3058,Clan Invasion,Scout
meks-meks-tukayyid-loki-hellbringer-m,meks,Loki,M,Loki,Loki (Hellbringer) M.mtf,meks/Tukayyid/Loki (Hellbringer) M.mtf,65,Heavy,,,Clan,Standard,3052,Clan Invasion,Sniper
meks-meks-rec-guides-ilclan-vol-33-loki-mk-ii-hel-c,meks,Loki Mk II (Hel),C,Loki Mk II (Hel),Loki Mk II (Hel) C.mtf,meks/Rec Guides ilClan/Vol 33/Loki Mk II (Hel) C.mtf,65,Heavy,,,Clan,Standard,3130,Republic,Missile Boat
meks-meks-rec-guides-ilclan-vol-33-loki-mk-ii-hel-d,meks,Loki Mk II (Hel),D,Loki Mk II (Hel),Loki Mk II (Hel) D.mtf,meks/Rec Guides ilClan/Vol 33/Loki Mk II (Hel) D.mtf,65,Heavy,,,Clan,Standard,3132,Dark Age,Skirmisher
meks-meks-rec-guides-ilclan-vol-33-loki-mk-ii-hel-e,meks,Loki Mk II (Hel),E,Loki Mk II (Hel),Loki Mk II (Hel) E.mtf,meks/Rec Guides ilClan/Vol 33/Loki Mk II (Hel) E.mtf,65,Heavy,,,Clan,Standard,3136,Dark Age,Brawler
meks-meks-3145-clans-loki-mk-ii-hel-prime,meks,Loki Mk II,(Prime),Loki Mk II,Loki Mk II (Hel) (Prime).mtf,meks/3145/Clans/Loki Mk II (Hel) (Prime).mtf,65,Heavy,,,Clan,Standard,3121,Republic,Sniper
meks-meks-3145-clans-loki-mk-ii-hel-a,meks,Loki Mk II,A,Loki Mk II,Loki Mk II (Hel) A.mtf,meks/3145/Clans/Loki Mk II (Hel) A.mtf,65,Heavy,,,Clan,Standard,3121,Republic,Brawler
meks-meks-3145-clans-loki-mk-ii-hel-b,meks,Loki Mk II,B,Loki Mk II,Loki Mk II (Hel) B.mtf,meks/3145/Clans/Loki Mk II (Hel) B.mtf,65,Heavy,,,Clan,Advanced,3121,Republic,Brawler
meks-meks-rec-guides-ilclan-vol-33-loki-mk-ii-hel-f,meks,Loki Mk II,F,Loki Mk II,Loki Mk II (Hel) F.mtf,meks/Rec Guides ilClan/Vol 33/Loki Mk II (Hel) F.mtf,65,Heavy,,,Clan,Standard,3147,Dark Age,Sniper
meks-meks-rec-guides-ilclan-vol-33-loki-mk-ii-hel-t,meks,Loki Mk II,T,Loki Mk II,Loki Mk II (Hel) T.mtf,meks/Rec Guides ilClan/Vol 33/Loki Mk II (Hel) T.mtf,65,Heavy,,,Clan,Standard,3142,Dark Age,Brawler
meks-meks-3050u-loki-hellbringer-prime,meks,Loki,Prime,Loki,Loki (Hellbringer) Prime.mtf,meks/3050U/Loki (Hellbringer) Prime.mtf,65,Heavy,,,Clan,Standard,2926,Succession Wars,Striker
meks-meks-rec-guides-ilclan-vol-1-loki-hellbringer-t,meks,Loki,T,Loki,Loki (Hellbringer) T.mtf,meks/Rec Guides ilClan/Vol 1/Loki (Hellbringer) T.mtf,65,Heavy,,,Clan,Standard,3142,Dark Age,Sniper
meks-meks-xtrs-primitives-iii-longbow-lgb-0c,meks,Longbow,LGB-0C,Longbow,Longbow LGB-0C.mtf,meks/XTRs/Primitives III/Longbow LGB-0C.mtf,85,Assault,,,Inner Sphere,Experimental,2480,Star League,Missile Boat
meks-meks-rec-guides-ilclan-vol-20-longbow-lgb-0h,meks,Longbow,LGB-0H,Longbow,Longbow LGB-0H.mtf,meks/Rec Guides ilClan/Vol 20/Longbow LGB-0H.mtf,85,Assault,,,Inner Sphere,Standard,3065,Civil War,Sniper
meks-meks-3039u-longbow-lgb-0w,meks,Longbow,LGB-0W,Longbow,Longbow LGB-0W.mtf,meks/3039u/Longbow LGB-0W.mtf,85,Assault,,,Inner Sphere,Introductory,2529,Star League,Missile Boat
meks-meks-force-manuals-davion-longbow-lgb-0w-vijay,meks,Longbow,LGB-0W (Vijay),Longbow,Longbow LGB-0W (Vijay).mtf,meks/Force Manuals/Davion/Longbow LGB-0W (Vijay).mtf,85,Assault,,,Inner Sphere,Standard,3052,Clan Invasion,Missile Boat
meks-meks-rec-guides-ilclan-vol-20-longbow-lgb-0w2,meks,Longbow,LGB-0W2,Longbow,Longbow LGB-0W2.mtf,meks/Rec Guides ilClan/Vol 20/Longbow LGB-0W2.mtf,85,Assault,,,Inner Sphere,Introductory,2531,Star League,Missile Boat
meks-meks-rec-guides-ilclan-vol-20-longbow-lgb-10c,meks,Longbow,LGB-10C,Longbow,Longbow LGB-10C.mtf,meks/Rec Guides ilClan/Vol 20/Longbow LGB-10C.mtf,85,Assault,,,Inner Sphere,Standard,3061,Clan Invasion,Missile Boat
meks-meks-rec-guides-ilclan-vol-20-longbow-lgb-10k,meks,Longbow,LGB-10K,Longbow,Longbow LGB-10K.mtf,meks/Rec Guides ilClan/Vol 20/Longbow LGB-10K.mtf,85,Assault,,,Inner Sphere,Standard,3140,Dark Age,Juggernaut
meks-meks-3085u-phoenix-longbow-lgb-12c,meks,Longbow,LGB-12C,Longbow,Longbow LGB-12C.mtf,meks/3085u/Phoenix/Longbow LGB-12C.mtf,85,Assault,,,Inner Sphere,Standard,3061,Clan Invasion,Missile Boat
meks-meks-3085u-phoenix-longbow-lgb-12r,meks,Longbow,LGB-12R,Longbow,Longbow LGB-12R.mtf,meks/3085u/Phoenix/Longbow LGB-12R.mtf,85,Assault,,,Inner Sphere,Standard,3082,Republic,Missile Boat
meks-meks-3085u-phoenix-longbow-lgb-13c,meks,Longbow,LGB-13C,Longbow,Longbow LGB-13C.mtf,meks/3085u/Phoenix/Longbow LGB-13C.mtf,85,Assault,,,Inner Sphere,Standard,3070,Jihad,Missile Boat
meks-meks-3085u-phoenix-longbow-lgb-13nais,meks,Longbow,LGB-13NAIS,Longbow,Longbow LGB-13NAIS.mtf,meks/3085u/Phoenix/Longbow LGB-13NAIS.mtf,85,Assault,,,Inner Sphere,Standard,3069,Jihad,Juggernaut
meks-meks-3085u-phoenix-longbow-lgb-14c,meks,Longbow,LGB-14C,Longbow,Longbow LGB-14C.mtf,meks/3085u/Phoenix/Longbow LGB-14C.mtf,85,Assault,,,Inner Sphere,Standard,3070,Jihad,Missile Boat
meks-meks-3145-ntnu-rs-longbow-lgb-14c2,meks,Longbow,LGB-14C2,Longbow,Longbow LGB-14C2.mtf,meks/3145/NTNU RS/Longbow LGB-14C2.mtf,85,Assault,,,Inner Sphere,Advanced,3088,Republic,Missile Boat
meks-meks-rec-guides-ilclan-vol-20-longbow-lgb-14q,meks,Longbow,LGB-14Q,Longbow,Longbow LGB-14Q.mtf,meks/Rec Guides ilClan/Vol 20/Longbow LGB-14Q.mtf,85,Assault,,,Inner Sphere,Standard,3101,Republic,Missile Boat
meks-meks-rec-guides-ilclan-vol-20-longbow-lgb-14v,meks,Longbow,LGB-14V,Longbow,Longbow LGB-14V.mtf,meks/Rec Guides ilClan/Vol 20/Longbow LGB-14V.mtf,85,Assault,,,Inner Sphere,Standard,3105,Republic,Brawler
meks-meks-3058uu-longbow-lgb-7q,meks,Longbow,LGB-7Q,Longbow,Longbow LGB-7Q.mtf,meks/3058Uu/Longbow LGB-7Q.mtf,85,Assault,,,Inner Sphere,Introductory,2610,Star League,Missile Boat
meks-meks-3058uu-longbow-lgb-7v,meks,Longbow,LGB-7V,Longbow,Longbow LGB-7V.mtf,meks/3058Uu/Longbow LGB-7V.mtf,85,Assault,,,Inner Sphere,Standard,3056,Clan Invasion,Missile Boat
meks-meks-rec-guides-ilclan-vol-20-longbow-lgb-8c,meks,Longbow,LGB-8C,Longbow,Longbow LGB-8C.mtf,meks/Rec Guides ilClan/Vol 20/Longbow LGB-8C.mtf,85,Assault,,,Inner Sphere,Introductory,2615,Star League,Missile Boat
meks-meks-3085u-onn-longbow-lgb-8v,meks,Longbow,LGB-8V,Longbow,Longbow LGB-8V.mtf,meks/3085u/ONN/Longbow LGB-8V.mtf,85,Assault,,,Inner Sphere,Advanced,3068,Jihad,Missile Boat
meks-meks-3055u-longshot-lng-1b,meks,Longshot,LNG-1B,Longshot,Longshot LNG-1B.mtf,meks/3055U/Longshot LNG-1B.mtf,35,Light,,,Inner Sphere,Standard,3054,Clan Invasion,Striker
meks-meks-3055u-longshot-lng-2,meks,Longshot,LNG-2,Longshot,Longshot LNG-2.mtf,meks/3055U/Longshot LNG-2.mtf,35,Light,,,Inner Sphere,Experimental,3058,Clan Invasion,Striker
meks-meks-shrapnel-vol-9-longshot-lng-2-reskov,meks,Longshot,LNG-2 (Reskov),Longshot,Longshot LNG-2 Reskov.mtf,meks/Shrapnel/Vol 9/Longshot LNG-2 Reskov.mtf,35,Light,,,Mixed,Standard,3084,Republic,Striker
meks-meks-3055u-longshot-lng-3,meks,Longshot,LNG-3,Longshot,Longshot LNG-3.mtf,meks/3055U/Longshot LNG-3.mtf,35,Light,,,Inner Sphere,Experimental,3062,Civil War,Striker
meks-meks-3055u-longshot-lng-3c,meks,Longshot,LNG-3C,Longshot,Longshot LNG-3C.mtf,meks/3055U/Longshot LNG-3C.mtf,35,Light,,,Inner Sphere,Experimental,3064,Civil War,Striker
meks-meks-3055u-longshot-lng-4,meks,Longshot,LNG-4,Longshot,Longshot LNG-4.mtf,meks/3055U/Longshot LNG-4.mtf,35,Light,,,Inner Sphere,Experimental,3068,Jihad,Striker
meks-meks-3145-liao-lu-wei-bing-ln-4b,meks,Lu Wei Bing,LN-4B,Lu Wei Bing,Lu Wei Bing LN-4B.mtf,meks/3145/Liao/Lu Wei Bing LN-4B.mtf,85,Assault,,,Inner Sphere,Standard,3110,Republic,Brawler
meks-meks-3075-lumberjack-lm1a,meks,Lumberjack,LM1/A,Lumberjack,Lumberjack LM1A.mtf,meks/3075/Lumberjack LM1A.mtf,60,Heavy,,,Inner Sphere,Experimental,2355,Star League,Ambusher
meks-meks-3075-lumberjack-lm4c,meks,Lumberjack,LM4/C,Lumberjack,Lumberjack LM4C.mtf,meks/3075/Lumberjack LM4C.mtf,70,Heavy,,,Inner Sphere,Standard,2489,Star League,Ambusher
meks-meks-3075-lumberjack-lm4p,meks,Lumberjack,LM4/P,Lumberjack,Lumberjack LM4P.mtf,meks/3075/Lumberjack LM4P.mtf,70,Heavy,,,Inner Sphere,Standard,2811,Succession Wars,Missile Boat
meks-meks-tro-vehicle-annex-lumberjack-lm5m,meks,Lumberjack,LM5/M MilitiaMech,Lumberjack,Lumberjack LM5M.mtf,meks/TRO Vehicle Annex/Lumberjack LM5M.mtf,70,Heavy,,,Inner Sphere,Standard,3070,Jihad,
meks-meks-golden-century-lupus-a,meks,Lupus,A,Lupus,Lupus A.mtf,meks/Golden Century/Lupus A.mtf,60,Heavy,,,Clan,Standard,2857,Succession Wars,Brawler
meks-meks-golden-century-lupus-b,meks,Lupus,B,Lupus,Lupus B.mtf,meks/Golden Century/Lupus B.mtf,60,Heavy,,,Clan,Standard,2857,Succession Wars,Skirmisher
meks-meks-golden-century-lupus-c,meks,Lupus,C,Lupus,Lupus C.mtf,meks/Golden Century/Lupus C.mtf,60,Heavy,,,Clan,Standard,3147,Dark Age,Skirmisher
meks-meks-golden-century-lupus-d,meks,Lupus,D,Lupus,Lupus D.mtf,meks/Golden Century/Lupus D.mtf,60,Heavy,,,Clan,Standard,3147,Dark Age,Brawler
meks-meks-golden-century-lupus-prime,meks,Lupus,Prime,Lupus,Lupus Prime.mtf,meks/Golden Century/Lupus Prime.mtf,60,Heavy,,,Clan,Standard,2857,Succession Wars,Missile Boat
meks-meks-golden-century-lynx-c,meks,Lynx,C,Lynx,Lynx C.mtf,meks/Golden Century/Lynx C.mtf,55,Medium,,,Clan,Standard,2848,Succession Wars,Skirmisher
meks-meks-3058uu-lynx-lnx-8q,meks,Lynx,LNX-8Q,Lynx,Lynx LNX-8Q.mtf,meks/3058Uu/Lynx LNX-8Q.mtf,55,Medium,,,Inner Sphere,Introductory,2853,Succession Wars,Skirmisher
meks-meks-3058uu-lynx-lnx-9c,meks,Lynx,LNX-9C,Lynx,Lynx LNX-9C.mtf,meks/3058Uu/Lynx LNX-9C.mtf,55,Medium,,,Inner Sphere,Standard,3057,Clan Invasion,Skirmisher
meks-meks-3058uu-lynx-lnx-9q,meks,Lynx,LNX-9Q,Lynx,Lynx LNX-9Q.mtf,meks/3058Uu/Lynx LNX-9Q.mtf,55,Medium,,,Inner Sphere,Standard,2761,Star League,Skirmisher
meks-meks-3058uu-lynx-lnx-9r,meks,Lynx,LNX-9R,Lynx,Lynx LNX-9R.mtf,meks/3058Uu/Lynx LNX-9R.mtf,55,Medium,,,Inner Sphere,Standard,3056,Clan Invasion,Skirmisher
meks-meks-xtrs-primitives-i-mackie-msk-5s,meks,Mackie,MSK-5S,Mackie,Mackie MSK-5S.mtf,meks/XTRs/Primitives I/Mackie MSK-5S.mtf,100,Assault,,,Inner Sphere,Experimental,2439,Star League,Sniper
meks-meks-3075-mackie-msk-6s,meks,Mackie,MSK-6S,Mackie,Mackie MSK-6S.mtf,meks/3075/Mackie MSK-6S.mtf,100,Assault,,,Inner Sphere,Experimental,2443,Star League,Juggernaut
meks-meks-3075-mackie-msk-7a,meks,Mackie,MSK-7A,Mackie,Mackie MSK-7A.mtf,meks/3075/Mackie MSK-7A.mtf,100,Assault,,,Inner Sphere,Introductory,2488,Star League,Juggernaut
meks-meks-3075-mackie-msk-8b,meks,Mackie,MSK-8B,Mackie,Mackie MSK-8B.mtf,meks/3075/Mackie MSK-8B.mtf,100,Assault,,,Inner Sphere,Standard,2576,Star League,Juggernaut
meks-meks-3075-mackie-msk-9h,meks,Mackie,MSK-9H,Mackie,Mackie MSK-9H.mtf,meks/3075/Mackie MSK-9H.mtf,100,Assault,,,Inner Sphere,Standard,2576,Star League,Juggernaut
meks-meks-er-2750-mackie-msk-9hkr-kill-roys-little-buddy,meks,Mackie,MSK-9HKR 'Kill-Roy's Little Buddy',Mackie,Mackie MSK-9HKR Kill Roys Little Buddy.mtf,meks/ER 2750/Mackie MSK-9HKR Kill Roys Little Buddy.mtf,100,Assault,,,Inner Sphere,Experimental,2750,Star League,Sniper
meks-meks-dossiers-bounty-hunter-mad-cat-timber-wolf-bounty-hunter-2,meks,Mad Cat,(Bounty Hunter 2),Mad Cat,Mad Cat (Timber Wolf) (Bounty Hunter 2).mtf,meks/Dossiers/Bounty Hunter/Mad Cat (Timber Wolf) (Bounty Hunter 2).mtf,75,Heavy,,,Clan,Experimental,3068,Jihad,Brawler
meks-meks-isp-mad-cat-timber-wolf-bounty-hunter,meks,Mad Cat,(Bounty Hunter),Mad Cat,Mad Cat (Timber Wolf) (Bounty Hunter).mtf,meks/ISP/Mad Cat (Timber Wolf) (Bounty Hunter).mtf,75,Heavy,,,Clan,Standard,3060,Clan Invasion,Brawler
meks-meks-3050u-mad-cat-timber-wolf-pryde,meks,Mad Cat,(Pryde),Mad Cat,Mad Cat (Timber Wolf) Pryde.mtf,meks/3050U/Mad Cat (Timber Wolf) Pryde.mtf,75,Heavy,,,Clan,Standard,3052,Clan Invasion,Missile Boat
meks-meks-3050u-mad-cat-timber-wolf-a,meks,Mad Cat,A,Mad Cat,Mad Cat (Timber Wolf) A.mtf,meks/3050U/Mad Cat (Timber Wolf) A.mtf,75,Heavy,,,Clan,Standard,2945,Succession Wars,Skirmisher
meks-meks-3050u-mad-cat-timber-wolf-b,meks,Mad Cat,B,Mad Cat,Mad Cat (Timber Wolf) B.mtf,meks/3050U/Mad Cat (Timber Wolf) B.mtf,75,Heavy,,,Clan,Standard,2945,Succession Wars,Sniper
meks-meks-spotlight-on-unending-faith-mad-cat-timber-wolf-blo,meks,Mad Cat,BLO,Mad Cat,Mad Cat (Timber Wolf) BLO.mtf,meks/Spotlight On/Unending Faith/Mad Cat (Timber Wolf) BLO.mtf,75,Heavy,,,Clan,Advanced,3129,Republic,Skirmisher
meks-meks-3050u-mad-cat-timber-wolf-c,meks,Mad Cat,C,Mad Cat,Mad Cat (Timber Wolf) C.mtf,meks/3050U/Mad Cat (Timber Wolf) C.mtf,75,Heavy,,,Clan,Standard,2945,Succession Wars,Sniper
meks-meks-3050u-mad-cat-timber-wolf-d,meks,Mad Cat,D,Mad Cat,Mad Cat (Timber Wolf) D.mtf,meks/3050U/Mad Cat (Timber Wolf) D.mtf,75,Heavy,,,Clan,Standard,2945,Succession Wars,Skirmisher
meks-meks-3050u-mad-cat-timber-wolf-e,meks,Mad Cat,E,Mad Cat,Mad Cat (Timber Wolf) E.mtf,meks/3050U/Mad Cat (Timber Wolf) E.mtf,75,Heavy,,,Clan,Standard,3054,Clan Invasion,Sniper
meks-meks-3050u-mad-cat-timber-wolf-f,meks,Mad Cat,F,Mad Cat,Mad Cat (Timber Wolf) F.mtf,meks/3050U/Mad Cat (Timber Wolf) F.mtf,75,Heavy,,,Clan,Standard,3069,Jihad,Missile Boat
meks-meks-3050u-mad-cat-timber-wolf-h,meks,Mad Cat,H,Mad Cat,Mad Cat (Timber Wolf) H.mtf,meks/3050U/Mad Cat (Timber Wolf) H.mtf,75,Heavy,,,Clan,Standard,3059,Clan Invasion,Missile Boat
meks-meks-dark-age-mad-cat-iii-dark-age-rs,meks,Mad Cat III,(Dark Age RS),Mad Cat III,Mad Cat III Dark Age RS.mtf,meks/Dark Age/Mad Cat III Dark Age RS.mtf,55,Medium,,,Clan,Standard,3132,Dark Age,
meks-meks-dark-age-mad-cat-iii-eve,meks,Mad Cat III,(Eve),Mad Cat III,Mad Cat III (Eve).mtf,meks/Dark Age/Mad Cat III (Eve).mtf,55,Medium,,,Clan,Standard,3086,Republic,Sniper
meks-meks-prototypes-mad-cat-iii-2,meks,Mad Cat III,2,Mad Cat III,Mad Cat III 2.mtf,meks/ProtoTypes/Mad Cat III 2.mtf,55,Medium,,,Clan,Advanced,3089,Republic,None
meks-meks-dark-age-mad-cat-iii-2-mwda,meks,Mad Cat III,2 (MWDA),Mad Cat III,Mad Cat III 2 (MWDA).mtf,meks/Dark Age/Mad Cat III 2 (MWDA).mtf,55,Medium,,,Clan,Standard,3089,Republic,
meks-meks-3145-ntnu-rs-mad-cat-iii-3,meks,Mad Cat III,3,Mad Cat III,Mad Cat III 3.mtf,meks/3145/NTNU RS/Mad Cat III 3.mtf,55,Medium,,,Clan,Standard,3094,Republic,Sniper
meks-meks-3145-ntnu-rs-mad-cat-iii-4,meks,Mad Cat III,4,Mad Cat III,Mad Cat III 4.mtf,meks/3145/NTNU RS/Mad Cat III 4.mtf,55,Medium,,,Clan,Standard,3095,Republic,Skirmisher
meks-meks-3145-ntnu-rs-mad-cat-iii-5,meks,Mad Cat III,5,Mad Cat III,Mad Cat III 5.mtf,meks/3145/NTNU RS/Mad Cat III 5.mtf,55,Medium,,,Clan,Standard,3097,Republic,Skirmisher
meks-meks-prototypes-mad-cat-iii,meks,Mad Cat III,III,Mad Cat III,Mad Cat III.mtf,meks/ProtoTypes/Mad Cat III.mtf,55,Medium,,,Clan,Experimental,3086,Republic,Missile Boat
meks-meks-prototypes-mad-cat-iii-x,meks,Mad Cat III,X,Mad Cat III,Mad Cat III X.mtf,meks/ProtoTypes/Mad Cat III X.mtf,55,Medium,,,Clan,Experimental,3076,Jihad,Missile Boat
meks-meks-rec-guides-ilclan-vol-5-mad-cat-timber-wolf-m,meks,Mad Cat,M,Mad Cat,Mad Cat (Timber Wolf) M.mtf,meks/Rec Guides ilClan/Vol 5/Mad Cat (Timber Wolf) M.mtf,75,Heavy,,,Clan,Standard,3068,Jihad,Brawler
meks-meks-3067-unabridged-clan-meks-mad-cat-mk-ii-2,meks,Mad Cat Mk II,2,Mad Cat Mk II,Mad Cat Mk II 2.mtf,meks/3067 Unabridged/Clan Meks/Mad Cat Mk II 2.mtf,90,Assault,,,Clan,Standard,3069,Jihad,Brawler
meks-meks-3067-unabridged-clan-meks-mad-cat-mk-ii-3,meks,Mad Cat Mk II,3,Mad Cat Mk II,Mad Cat Mk II 3.mtf,meks/3067 Unabridged/Clan Meks/Mad Cat Mk II 3.mtf,90,Assault,,,Clan,Standard,3082,Republic,Brawler
meks-meks-3145-ntnu-rs-mad-cat-mk-ii-4,meks,Mad Cat Mk II,4,Mad Cat Mk II,Mad Cat Mk II 4.mtf,meks/3145/NTNU RS/Mad Cat Mk II 4.mtf,90,Assault,,,Clan,Standard,3090,Republic,Sniper
meks-meks-3145-ntnu-rs-mad-cat-mk-ii-5,meks,Mad Cat Mk II,5,Mad Cat Mk II,Mad Cat Mk II 5.mtf,meks/3145/NTNU RS/Mad Cat Mk II 5.mtf,90,Assault,,,Clan,Standard,3109,Republic,Brawler
meks-meks-3145-ntnu-rs-mad-cat-mk-ii-6,meks,Mad Cat Mk II,6,Mad Cat Mk II,Mad Cat Mk II 6.mtf,meks/3145/NTNU RS/Mad Cat Mk II 6.mtf,90,Assault,,,Clan,Advanced,3139,Dark Age,Sniper
