id,unitType,chassis,model,name,fileName,relativePath,mulId,tonnage,weightClass,bv,bvSource,costCBills,costSource,techBase,rulesLevel,year,era,role,source,walkMP,runMP,jumpMP,engineRating,engineType,gyroType,cockpitType,heatSinkCount,heatSinkType,armorType,structureType,armorPoints,armorTonnage,weaponCount,weaponSummary,warnings
meks-meks-3039u-javelin-jvn-10n,meks,Javelin,JVN-10N,Javelin JVN-10N,Javelin JVN-10N.mtf,meks/3039u/Javelin JVN-10N.mtf,1675,30,Light,594,calculated,2330640,calculated,Inner Sphere,Introductory,2751,Star League,Striker,TR:3039,6,9,6,180,Standard Fusion,Standard,Standard,10,Single,Standard(Inner Sphere),IS Standard,64,4,2,2x SRM 6,
meks-meks-3050u-javelin-jvn-10p,meks,Javelin,JVN-10P,Javelin JVN-10P,Javelin JVN-10P.mtf,meks/3050U/Javelin JVN-10P.mtf,1676,30,Light,590,calculated,2265640,calculated,Inner Sphere,Standard,3049,Succession Wars,Striker,TR:3050,6,9,6,180,Standard Fusion,Standard,Standard,10,Single,Standard Armor,Standard,64,4,3,SRM 6; 2x Streak SRM 2,
meks-meks-3050u-javelin-jvn-11a-fire-javelin,meks,Javelin,JVN-11A 'Fire Javelin',Javelin JVN-11A 'Fire Javelin',Javelin JVN-11A Fire Javelin.mtf,meks/3050U/Javelin JVN-11A Fire Javelin.mtf,1677,30,Light,1073,calculated,2642640,calculated,Inner Sphere,Standard,3053,Clan Invasion,Striker,TR:3050,6,9,6,180,Standard Fusion,Standard,Standard,10,Double,Ferro-Fibrous(Inner Sphere),Standard,89,4.97,7,7x Medium Laser,
meks-meks-3050u-javelin-jvn-11b,meks,Javelin,JVN-11B,Javelin JVN-11B,Javelin JVN-11B.mtf,meks/3050U/Javelin JVN-11B.mtf,1678,30,Light,784,calculated,2803840,calculated,Inner Sphere,Standard,3054,Clan Invasion,Striker,TR:3050,6,9,,180,Standard Fusion,Standard,Standard,10,Double,Ferro-Fibrous,Standard,89,4.97,4,2x SRM 4; Beagle Active Probe; Guardian ECM Suite,
meks-meks-3050u-javelin-jvn-11d,meks,Javelin,JVN-11D,Javelin JVN-11D,Javelin JVN-11D.mtf,meks/3050U/Javelin JVN-11D.mtf,1679,30,Light,1104,calculated,4504240,calculated,Inner Sphere,Standard,3062,Civil War,Striker,TR:3050,6,9,6,180,XL Fusion,Standard,Standard,11,Double,Standard Armor,Endo Steel,96,6,6,2x Medium Pulse Laser; 3x ER Medium Laser; C3 Computer (Slave),
meks-meks-3050u-javelin-jvn-11f,meks,Javelin,JVN-11F,Javelin JVN-11F,Javelin JVN-11F.mtf,meks/3050U/Javelin JVN-11F.mtf,1680,30,Light,789,calculated,4106440,calculated,Inner Sphere,Standard,3070,Jihad,Scout,TR:3050,6,9,6,180,XL Fusion,Standard,Standard,10,Double,Standard,Endo Steel,96,6,9,6x Machine Gun; 2x ISMGA; Snub-Nose PPC,
meks-meks-3145-ntnu-rs-javelin-jvn-11p,meks,Javelin,JVN-11P,Javelin JVN-11P,Javelin JVN-11P.mtf,meks/3145/NTNU RS/Javelin JVN-11P.mtf,6938,30,Light,680,calculated,2278640,calculated,Inner Sphere,Standard,3101,Republic,Striker,RS:3145-NTNU,6,9,6,180,Standard Fusion,Standard,Standard,10,Single,Ferro-Fibrous(Inner Sphere),IS Standard,89,4.97,4,4x Streak SRM 2,
meks-meks-rec-guides-ilclan-vol-31-javelin-jvn-12n,meks,Javelin,JVN-12N,Javelin JVN-12N,Javelin JVN-12N.mtf,meks/Rec Guides ilClan/Vol 31/Javelin JVN-12N.mtf,9461,30,Light,849,calculated,5439590,calculated,Mixed,Standard,3121,Republic,Scout,RG31,8,12,8,240,XL Fusion,Standard,Standard,10,Double,Light Ferro-Fibrous(Inner Sphere),IS Endo Steel,93,5.48,3,2x SRM 6; TAG,
meks-meks-rec-guides-ilclan-vol-18-jenner-iic-2,meks,Jenner IIC,2,Jenner IIC 2,Jenner IIC 2.mtf,meks/Rec Guides ilClan/Vol 18/Jenner IIC 2.mtf,1699,35,Light,1406,calculated,7574175,calculated,Clan,Standard,3044,Succession Wars,Striker,RG18,9,14,9,315,XL Fusion,Standard,Standard,10,Double,Ferro-Fibrous(Clan),Clan Endo Steel,67,3.49,3,Small Pulse Laser; ER Large Laser; LRM 5,
meks-meks-rec-guides-ilclan-vol-18-jenner-iic-3,meks,Jenner IIC,3,Jenner IIC 3,Jenner IIC 3.mtf,meks/Rec Guides ilClan/Vol 18/Jenner IIC 3.mtf,1700,35,Light,788,calculated,7093575,calculated,Clan,Standard,3048,Succession Wars,Striker,RG18,9,14,7,315,XL Fusion,Standard,Standard,10,Double,Ferro-Fibrous(Clan),Clan Endo Steel,67,3.49,5,4x Small Pulse Laser; Narc Missile Beacon,
meks-meks-3055u-jenner-iic-4,meks,Jenner IIC,4,Jenner IIC 4,Jenner IIC 4.mtf,meks/3055U/Jenner IIC 4.mtf,1701,35,Light,1052,calculated,7331175,calculated,Clan,Standard,3061,Clan Invasion,Striker,TR:3055U,9,14,7,315,XL Fusion,Standard,Standard,10,Double,Ferro-Fibrous(Clan),Endo Steel,67,3.49,3,2x ATM 3; Streak SRM 4,
meks-meks-rec-guides-ilclan-vol-18-jenner-iic-5,meks,Jenner IIC,5,Jenner IIC 5,Jenner IIC 5.mtf,meks/Rec Guides ilClan/Vol 18/Jenner IIC 5.mtf,8248,35,Light,1440,calculated,8068275,calculated,Clan,Standard,3140,Dark Age,Striker,RG18,9,14,7,315,XL Fusion,Standard,Standard,11,Double,Ferro-Fibrous(Clan),Clan Endo Steel,67,3.49,5,4x Improved Heavy Medium Laser; SRM 6,
meks-meks-rec-guides-ilclan-vol-18-jenner-iic,meks,Jenner IIC,IIC,Jenner IIC IIC,Jenner IIC.mtf,meks/Rec Guides ilClan/Vol 18/Jenner IIC.mtf,1698,35,Light,1047,calculated,7344675,calculated,Clan,Standard,3042,Succession Wars,Striker,RG18,9,14,7,315,XL Fusion,Standard,Standard,10,Double,Ferro-Fibrous(Clan),Clan Endo Steel,67,3.49,3,2x SRM 6; Streak SRM 4,
meks-meks-3039u-jenner-jr7-a,meks,Jenner,JR7-A,Jenner JR7-A,Jenner JR7-A.mtf,meks/3039u/Jenner JR7-A.mtf,1687,35,Light,712,calculated,3005325,calculated,Inner Sphere,Introductory,2779,Star League,Scout,TR:3039,7,11,5,245,Standard Fusion,Standard,Standard,12,Single,Standard(Inner Sphere),IS Standard,64,4,1,Large Laser,
meks-meks-3050u-jenner-jr7-c,meks,Jenner,JR7-C,Jenner JR7-C,Jenner JR7-C.mtf,meks/3050U/Jenner JR7-C.mtf,1688,35,Light,832,calculated,3553425,calculated,Inner Sphere,Standard,3050,Clan Invasion,Striker,TR:3050,7,11,5,245,Standard Fusion,Standard,Standard,10,Single,Ferro-Fibrous,Standard,62,3.46,5,SRM 4; 3x Medium Laser; C3 Computer (Slave),
meks-meks-3050u-jenner-jr7-c2,meks,Jenner,JR7-C2,Jenner JR7-C2,Jenner JR7-C2.mtf,meks/3050U/Jenner JR7-C2.mtf,1689,35,Light,769,calculated,6394500,calculated,Inner Sphere,Standard,3071,Jihad,Missile Boat,TR:3050,7,11,6,245,XL Fusion,XL,Small Cockpit,10,Single,Heavy Ferro-Fibrous,Standard,109,5.49,4,C3 Computer (Slave); 3x MML 5,
meks-meks-3050u-jenner-jr7-c3,meks,Jenner,JR7-C3,Jenner JR7-C3,Jenner JR7-C3.mtf,meks/3050U/Jenner JR7-C3.mtf,1690,35,Light,1069,calculated,3804525,calculated,Inner Sphere,Standard,3068,Jihad,Striker,TR:3050,7,11,5,245,Standard Fusion,Standard,Standard,11,Double,Ferro-Fibrous,Standard,89,4.97,5,4x ER Medium Laser; C3 Computer (Slave),
meks-meks-3039u-jenner-jr7-d,meks,Jenner,JR7-D,Jenner JR7-D,Jenner JR7-D.mtf,meks/3039u/Jenner JR7-D.mtf,1692,35,Light,875,calculated,3161925,calculated,Inner Sphere,Introductory,2785,Succession Wars,Striker,TR:3039,7,11,5,245,Standard Fusion,Standard,Standard,10,Single,Standard(Inner Sphere),IS Standard,64,4,5,4x Medium Laser; SRM 4,
meks-meks-force-manuals-kurita-jenner-jr7-d-webster,meks,Jenner,JR7-D (Webster),Jenner JR7-D (Webster),Jenner JR7-D (Webster).mtf,meks/Force Manuals/Kurita/Jenner JR7-D (Webster).mtf,8282,35,Light,1086,calculated,3496725,calculated,Inner Sphere,Standard,3050,Clan Invasion,Striker,CM:Kurita,7,11,7,245,Standard Fusion,Standard,Standard,10,Double,Standard(Inner Sphere),IS Standard,64,4,6,6x Medium Laser,
meks-meks-3039u-jenner-jr7-f,meks,Jenner,JR7-F,Jenner JR7-F,Jenner JR7-F.mtf,meks/3039u/Jenner JR7-F.mtf,1693,35,Light,1011,calculated,3121425,calculated,Inner Sphere,Introductory,2784,Succession Wars,Striker,TR:3039,7,11,5,245,Standard Fusion,Standard,Standard,10,Single,Standard(Inner Sphere),Standard,112,7,4,4x Medium Laser,
meks-meks-turning-points-tp-vega-3039-jenner-jr7-f-smith,meks,Jenner,JR7-F (Smith),Jenner JR7-F (Smith),Jenner JR7-F (Smith).mtf,meks/Turning Points/TP Vega 3039/Jenner JR7-F (Smith).mtf,7796,35,Light,1070,calculated,2999925,calculated,Inner Sphere,Introductory,3030,Succession Wars,Striker,TP:39V,7,11,,245,Standard Fusion,Standard,Standard,10,Single,Standard(Inner Sphere),IS Standard,119,7.44,6,6x Medium Laser,
meks-meks-3050u-jenner-jr7-k,meks,Jenner,JR7-K,Jenner JR7-K,Jenner JR7-K.mtf,meks/3050U/Jenner JR7-K.mtf,1694,35,Light,889,calculated,3269925,calculated,Inner Sphere,Standard,3047,Succession Wars,Striker,TR:3050,7,11,5,245,Standard Fusion,Standard,Standard,10,Single,Ferro-Fibrous(Inner Sphere),IS Standard,62,3.46,5,4x Medium Laser; SRM 4,
meks-meks-starterpack-sword-and-dragon-jenner-jr7-k-grace-ii,meks,Jenner,JR7-K (Grace II),Jenner JR7-K (Grace II),Jenner JR7-K Grace II.mtf,meks/Starterpack Sword and Dragon/Jenner JR7-K Grace II.mtf,1695,35,Light,787,calculated,3670875,calculated,Inner Sphere,Standard,3067,Civil War,Scout,SB:S&D,7,11,,245,Standard Fusion,Standard,Standard,10,Single,Ferro-Fibrous,Endo Steel,62,3.46,3,Narc Missile Beacon; 2x Light PPC,
meks-meks-rs-unique-jenner-samuli,meks,Jenner,JR7-K (Samuli),Jenner JR7-K (Samuli),Jenner Samuli.mtf,meks/RS Unique/Jenner Samuli.mtf,1697,35,Light,1001,calculated,5740425,calculated,Inner Sphere,Standard,3060,Clan Invasion,Missile Boat,RS:UM,7,11,5,245,XL Fusion,Standard,Standard,10,Single,Ferro-Fibrous,Standard,62,3.46,5,4x Medium Laser; LRM 15,
meks-meks-rec-guides-ilclan-vol-18-jenner-jr7-n,meks,Jenner,JR7-N,Jenner JR7-N,Jenner JR7-N.mtf,meks/Rec Guides ilClan/Vol 18/Jenner JR7-N.mtf,8247,35,Light,1212,calculated,6646950,calculated,Inner Sphere,Standard,3120,Republic,Striker,RG18,7,11,7,245,XL Fusion,Standard,Standard,11,Double,Heavy Ferro-Fibrous(Inner Sphere),IS Standard,109,5.49,5,4x ER Medium Laser; SRM 4,
meks-meks-3060u-jinggau-jn-g7l,meks,Jinggau,JN-G7L,Jinggau JN-G7L,Jinggau JN-G7L.mtf,meks/3060u/Jinggau JN-G7L.mtf,1707,65,Heavy,2137,calculated,14513125,calculated,Inner Sphere,Standard,3068,Jihad,Skirmisher,TR:3060,5,8,5,325,XL Fusion,Standard,Standard,15,Double,Standard(Inner Sphere),Endo Steel,184,11.5,8,6x Medium Laser; 2x Plasma Rifle,
meks-meks-shrapnel-vol-12-jinggau-jn-g7lr,meks,Jinggau,JN-G7Lr,Jinggau JN-G7Lr,Jinggau JN-G7Lr.mtf,meks/Shrapnel/Vol 12/Jinggau JN-G7Lr.mtf,9503,65,Heavy,2804,calculated,15133937,calculated,Mixed,Standard,3078,Jihad,Skirmisher,Shrap12,5,8,5,325,XL Fusion,Standard,Standard,15,Double,Ferro-Fibrous(Clan),IS Endo Steel,211,11.77,9,2x Plasma Rifle; 6x ER Medium Laser; ER Small Laser,
meks-meks-3060u-jinggau-jn-g8a,meks,Jinggau,JN-G8A,Jinggau JN-G8A,Jinggau JN-G8A.mtf,meks/3060u/Jinggau JN-G8A.mtf,1708,65,Heavy,2072,calculated,14361325,calculated,Inner Sphere,Standard,3060,Clan Invasion,Skirmisher,TR:3060,5,8,5,325,XL Fusion,Standard,Standard,13,Double,Standard(Inner Sphere),IS Endo Steel,184,11.5,6,4x ER Medium Laser; Medium Pulse Laser; Gauss Rifle,
meks-meks-shrapnel-vol-12-jinggau-jn-g8ar,meks,Jinggau,JN-G8Ar,Jinggau JN-G8Ar,Jinggau JN-G8Ar.mtf,meks/Shrapnel/Vol 12/Jinggau JN-G8Ar.mtf,9502,65,Heavy,2839,calculated,14935937,calculated,Mixed,Standard,3078,Jihad,Skirmisher,Shrap12,5,8,5,325,XL Fusion,Standard,Standard,15,Double,Ferro-Fibrous(Clan),IS Endo Steel,211,11.77,7,Gauss Rifle; 4x ER Medium Laser; ER Small Laser; Medium Pulse Laser,
meks-meks-shrapnel-vol-12-jinggau-jn-g8b,meks,Jinggau,JN-G9B,Jinggau JN-G9B,Jinggau JN-G8B.mtf,meks/Shrapnel/Vol 12/Jinggau JN-G8B.mtf,9501,65,Heavy,2537,calculated,21372175,calculated,Mixed,Advanced,3149,Dark Age,Skirmisher,Shrap12,5,10,5,325,XL Fusion,Standard,Standard,17,Double,Standard(Inner Sphere),IS Endo Steel,208,13,6,ER PPC; 4x ER Medium Laser; Medium X-Pulse Laser,
meks-meks-3060u-jinggau-jn-g9cc,meks,Jinggau,JN-G9CC,Jinggau JN-G9CC,Jinggau JN-G9CC.mtf,meks/3060u/Jinggau JN-G9CC.mtf,1710,65,Heavy,1656,calculated,18610075,calculated,Inner Sphere,Advanced,3072,Jihad,Skirmisher,TR:3060,5,10,,325,XL Fusion,XL Gyro,Command Console,13,Double,Stealth(Inner Sphere),Endo Steel,184,11.5,5,Large VSP Pulse Laser; 3x Small VSP Laser; Snub-Nose PPC,
meks-meks-shrapnel-vol-12-jinggau-jn-g9ccr,meks,Jinggau,JN-G9CCr,Jinggau JN-G9CCr,Jinggau JN-G9CCr.mtf,meks/Shrapnel/Vol 12/Jinggau JN-G9CCr.mtf,9504,65,Heavy,2183,calculated,18610075,calculated,Mixed,Advanced,3137,Dark Age,Skirmisher,Shrap12,5,10,,325,XL Fusion,XL Gyro,Command Console,13,Double,Stealth(Inner Sphere),IS Endo Steel,184,11.5,5,ER PPC; Large VSP Pulse Laser; 3x Small VSP Laser,
meks-meks-3055u-juggernaut-jg-r9t1,meks,Juggernaut,JG-R9T1,Juggernaut JG-R9T1,Juggernaut JG-R9T1.mtf,meks/3055U/Juggernaut JG-R9T1.mtf,1713,90,Assault,1719,calculated,8453480,calculated,Inner Sphere,Standard,3053,Clan Invasion,Juggernaut,TR:3055U,3,5,,270,Standard Fusion,Standard,Standard,12,Double,Standard(Inner Sphere),Standard,264,16.5,26,3x Large Pulse Laser; 3x Medium Pulse Laser; 4x Small Pulse Laser; 16x Machine Gun,
meks-meks-3145-marik-juliano-jln-5a,meks,Juliano,JLN-5A,Juliano JLN-5A,Juliano JLN-5A.mtf,meks/3145/Marik/Juliano JLN-5A.mtf,6516,90,Assault,2224,calculated,24125250,calculated,Mixed,Standard,3116,Republic,Brawler,TR:3145:FWL,4,6,,360,XL Fusion,Standard,Standard,16,Double,Light Ferro-Fibrous(Inner Sphere),IS Endo-Composite,279,16.45,10,4x Streak SRM 6; 3x ER Medium Laser; 3x ER Large Laser,
meks-meks-3150-juliano-jln-5b,meks,Juliano,JLN-5B,Juliano JLN-5B,Juliano JLN-5B.mtf,meks/3150/Juliano JLN-5B.mtf,8064,90,Assault,1859,calculated,23821250,calculated,Inner Sphere,Standard,3146,Dark Age,,TR:DA,4,6,,360,XL Fusion,Standard,Standard,16,Double,Light Ferro-Fibrous(Inner Sphere),IS Endo-Composite,279,16.45,10,4x SRM 6; 3x ER Medium Laser; 3x ER Large Laser,
meks-meks-3150-juliano-jln-5c,meks,Juliano,JLN-5C,Juliano JLN-5C,Juliano JLN-5C.mtf,meks/3150/Juliano JLN-5C.mtf,8065,90,Assault,2591,calculated,24011250,calculated,Mixed,Standard,3146,Dark Age,,TR:DA,4,6,,360,XL Fusion,Standard,Standard,16,Double,Light Ferro-Fibrous(Inner Sphere),IS Endo-Composite,279,16.45,10,4x Streak SRM 6; 3x Medium Pulse Laser; 3x ER Large Laser,
meks-meks-3075-jupiter-2,meks,Jupiter,2,Jupiter 2,Jupiter 2.mtf,meks/3075/Jupiter 2.mtf,1726,100,Assault,3400,calculated,24354000,calculated,Clan,Standard,3070,Jihad,Sniper,TR:3075,3,5,3,300,XL Fusion,Standard,Standard,17,Double,Standard(Clan),Clan Endo Steel,307,19.19,6,2x Ultra AC/10; 2x ER PPC; 2x LRM 15,
meks-meks-3075-jupiter-3,meks,Jupiter,3,Jupiter 3,Jupiter 3.mtf,meks/3075/Jupiter 3.mtf,1727,100,Assault,3128,calculated,24386000,calculated,Clan,Standard,3075,Jihad,Sniper,TR:3075,3,5,,300,XL Fusion,Standard,Standard,12,Double,Standard(Clan),Endo Steel,307,19.19,6,2x ER Medium Laser; 2x Hyper-Assault Gauss 30; 2x Ultra AC/10,
meks-meks-3145-ntnu-rs-jupiter-4,meks,Jupiter,4,Jupiter 4,Jupiter 4.mtf,meks/3145/NTNU RS/Jupiter 4.mtf,6829,100,Assault,2955,calculated,29287333,calculated,Clan,Standard,3093,Republic,Brawler,RS:3145-NTNU,4,6,,400,XL Fusion,Standard,Standard,21,Double,Standard(Clan),Clan Endo Steel,307,19.19,6,2x Streak SRM 4; 2x ER PPC; 2x LRM 15,
meks-meks-3060u-kabuto-kbo-7a,meks,Kabuto,KBO-7A,Kabuto KBO-7A,Kabuto KBO-7A.mtf,meks/3060u/Kabuto KBO-7A.mtf,1728,20,Light,524,calculated,2348240,calculated,Inner Sphere,Standard,3059,Clan Invasion,Striker,TR:3060,7,11,,140,XL Fusion,Standard,Standard,10,Single,Standard(Inner Sphere),Endo Steel,69,4.31,2,2x Streak SRM 4,
meks-meks-3060u-kabuto-kbo-7b,meks,Kabuto,KBO-7B,Kabuto KBO-7B,Kabuto KBO-7B.mtf,meks/3060u/Kabuto KBO-7B.mtf,1729,20,Light,635,calculated,2494640,calculated,Inner Sphere,Standard,3068,Jihad,Scout,TR:3060,7,11,,140,XL Fusion,Standard,Standard,11,Single,Standard(Inner Sphere),Endo Steel,69,4.31,2,2x Light PPC,
meks-meks-3085u-cutting-edge-karhu-a,meks,Karhu,A,Karhu A,Karhu A.mtf,meks/3085u/Cutting Edge/Karhu A.mtf,1748,65,Heavy,2560,calculated,18333116,calculated,Clan,Standard,3079,Jihad,Sniper,TR:3085,5,8,5,325,XL Fusion,Standard,Standard,12,Double,Ferro-Fibrous(Clan),Clan Endo Steel,201,10.47,5,Gauss Rifle; Large Pulse Laser; ER Medium Laser; Micro Pulse Laser; LRM 10,
meks-meks-3085u-cutting-edge-karhu-b,meks,Karhu,B,Karhu B,Karhu B.mtf,meks/3085u/Cutting Edge/Karhu B.mtf,1749,65,Heavy,2787,calculated,18819969,calculated,Clan,Standard,3079,Jihad,Skirmisher,TR:3085,5,8,5,325,XL Fusion,Standard,Standard,14,Double,Ferro-Fibrous(Clan),Clan Endo Steel,201,10.47,4,Ultra AC/20; 3x ER Medium Laser,
meks-meks-3085u-cutting-edge-karhu-c,meks,Karhu,C,Karhu C,Karhu C.mtf,meks/3085u/Cutting Edge/Karhu C.mtf,1750,65,Heavy,2071,calculated,18365600,calculated,Clan,Standard,3079,Jihad,Sniper,TR:3085,5,8,5,325,XL Fusion,Standard,Standard,12,Double,Ferro-Fibrous(Clan),Clan Endo Steel,201,10.47,4,ER Large Laser; ER Medium Laser; 2x Ultra AC/5,
meks-meks-3085u-cutting-edge-karhu-d,meks,Karhu,D,Karhu D,Karhu D.mtf,meks/3085u/Cutting Edge/Karhu D.mtf,1751,65,Heavy,3104,calculated,19511834,calculated,Clan,Standard,3079,Jihad,Skirmisher,TR:3085,5,8,,325,XL Fusion,Standard,Standard,16,Double,Ferro-Fibrous(Clan),Clan Endo Steel,201,10.47,8,2x ER PPC; 3x ER Medium Laser; Streak SRM 6; 2x Anti-Missile System,
meks-meks-3145-ntnu-rs-karhu-g,meks,Karhu,G,Karhu G,Karhu G.mtf,meks/3145/NTNU RS/Karhu G.mtf,6882,65,Heavy,2816,calculated,25878772,calculated,Clan,Standard,3099,Republic,Skirmisher,RS:3145-NTNU,5,10,5,325,XL Fusion,Standard,Standard,18,Double,Ferro-Fibrous(Clan),Clan Endo Steel,201,10.47,9,Improved Heavy Large Laser; Light TAG; 3x ER Medium Laser; 4x Streak SRM 4,
meks-meks-3085u-cutting-edge-karhu-prime,meks,Karhu,Prime,Karhu Prime,Karhu Prime.mtf,meks/3085u/Cutting Edge/Karhu Prime.mtf,1752,65,Heavy,2465,calculated,21220616,calculated,Clan,Standard,3079,Jihad,Skirmisher,TR:3085,5,8,7,325,XL Fusion,Standard,Standard,12,Double,Ferro-Fibrous(Clan),Clan Endo Steel,201,10.47,3,ER PPC; ER Medium Laser; Plasma Cannon,
meks-meks-3050u-katana-crockett-crk-5003-2,meks,Katana (Crockett),CRK-5003-2,Katana (Crockett) CRK-5003-2,Katana (Crockett) CRK-5003-2.mtf,meks/3050U/Katana (Crockett) CRK-5003-2.mtf,1760,85,Assault,1629,calculated,7648825,calculated,Inner Sphere,Standard,3035,Succession Wars,Juggernaut,TR:3050,3,5,3,255,Standard Fusion,Standard,Standard,20,Single,Standard(Inner Sphere),IS Standard,200,12.5,7,2x Large Laser; 2x Small Laser; 2x SRM 6; LB 10-X AC,
meks-meks-3050u-katana-crockett-crk-5003-c,meks,Katana (Crockett),CRK-5003-C,Katana (Crockett) CRK-5003-C,Katana (Crockett) CRK-5003-C.mtf,meks/3050U/Katana (Crockett) CRK-5003-C.mtf,1761,85,Assault,1618,calculated,8069700,calculated,Inner Sphere,Standard,3057,Clan Invasion,Juggernaut,TR:3050,3,5,3,255,Standard Fusion,Standard,Standard,20,Single,Standard Armor,Standard,200,12.5,6,2x Large Laser; 2x SRM 6; LB 10-X AC; C3 Computer (Slave),
meks-meks-3050u-katana-crockett-crk-5003-cj,meks,Katana (Crockett),CRK-5003-CJ,Katana (Crockett) CRK-5003-CJ,Katana (Crockett) CRK-5003-CJ.mtf,meks/3050U/Katana (Crockett) CRK-5003-CJ.mtf,1762,85,Assault,1844,calculated,10362775,calculated,Inner Sphere,Standard,3071,Jihad,Skirmisher,TR:3050,3,5,5,255,Standard Fusion,Standard,Standard,15,Double,Standard,Standard,200,12.5,8,2x Light PPC; 2x ER Medium Laser; 2x SRM 6; LB 10-X AC; C3 Computer (Slave),
meks-meks-3050u-katana-crockett-crk-5003-cm,meks,Katana (Crockett),CRK-5003-CM,Katana (Crockett) CRK-5003-CM,Katana (Crockett) CRK-5003-CM.mtf,meks/3050U/Katana (Crockett) CRK-5003-CM.mtf,1763,85,Assault,1554,calculated,10234200,calculated,Inner Sphere,Standard,3057,Clan Invasion,Juggernaut,TR:3050,3,5,3,255,Standard Fusion,Standard,Standard,20,Single,Standard Armor,Standard,200,12.5,5,2x Large Laser; SRM 6; LB 10-X AC; C3 Computer (Master),
meks-meks-rec-guides-ilclan-vol-23-katana-crockett-crk-5006-1,meks,Katana (Crockett),CRK-5006-1,Katana (Crockett) CRK-5006-1,Katana (Crockett) CRK-5006-1.mtf,meks/Rec Guides ilClan/Vol 23/Katana (Crockett) CRK-5006-1.mtf,8428,85,Assault,2321,calculated,10643975,calculated,Inner Sphere,Standard,3108,Republic,Skirmisher,RG23,3,5,5,255,Standard Fusion,Standard,Standard,10,Double,Standard(Inner Sphere),IS Endo Steel,200,12.5,7,2x Light PPC; 2x ER Medium Laser; Gauss Rifle; 2x Streak SRM 6,
meks-meks-3145-republic-kheper-khp-7r,meks,Kheper,KHP-7R,Kheper KHP-7R,Kheper KHP-7R.mtf,meks/3145/Republic/Kheper KHP-7R.mtf,6675,55,Medium,1520,calculated,10805567,calculated,Inner Sphere,Standard,3135,Dark Age,Brawler,TR:3145:RotS,5,8,,275,XL Fusion,XL Gyro,Standard Cockpit,10,Double,Light Ferro-Fibrous(Inner Sphere),IS Endo Steel,152,8.96,5,Gauss Rifle; Small VSP Laser; Medium X-Pulse Laser; ER Medium Laser; MML 7,
meks-meks-3050u-king-crab-kgc-000,meks,King Crab,KGC-000,King Crab KGC-000,King Crab KGC-000.mtf,meks/3050U/King Crab KGC-000.mtf,1770,100,Assault,1906,calculated,10022000,calculated,Inner Sphere,Standard,2743,Star League,Juggernaut,TR:3050,3,5,,300,Standard Fusion,Standard,Standard,15,Single,Ferro-Fibrous(Inner Sphere),IS Standard,286,15.96,4,2x Autocannon/20; LRM 15; Large Laser,
meks-meks-3039u-king-crab-kgc-0000,meks,King Crab,KGC-0000,King Crab KGC-0000,King Crab KGC-0000.mtf,meks/3039u/King Crab KGC-0000.mtf,1771,100,Assault,1810,calculated,9522000,calculated,Inner Sphere,Introductory,2815,Succession Wars,Juggernaut,TR:3039,3,5,,300,Standard Fusion,Standard,Standard,15,Single,Standard(Inner Sphere),Standard,272,17,4,2x Autocannon/20; Large Laser; LRM 15,
meks-meks-3075-king-crab-kgc-000b,meks,King Crab,KGC-000b,King Crab KGC-000b,King Crab KGC-000b.mtf,meks/3075/King Crab KGC-000b.mtf,1772,100,Assault,2039,calculated,10346000,calculated,Inner Sphere,Standard,2743,Star League,Juggernaut,TR:3075,3,5,,300,Standard Fusion,Standard,Standard,12,Double,Ferro-Fibrous(Inner Sphere),Standard,286,15.96,4,2x Autocannon/20; LRM 15; Large Laser,
meks-meks-3050u-king-crab-kgc-001,meks,King Crab,KGC-001,King Crab KGC-001,King Crab KGC-001.mtf,meks/3050U/King Crab KGC-001.mtf,1773,100,Assault,2221,calculated,22192000,calculated,Inner Sphere,Standard,3052,Clan Invasion,Juggernaut,TR:3050,3,5,,300,XL Fusion,Standard,Standard,13,Single,Ferro-Fibrous,Standard,295,16.46,6,LRM 15; Large Pulse Laser; 2x Gauss Rifle; 2x Streak SRM 2,
meks-meks-3050u-king-crab-kgc-005,meks,King Crab,KGC-005,King Crab KGC-005,King Crab KGC-005.mtf,meks/3050U/King Crab KGC-005.mtf,1774,100,Assault,2264,calculated,12974000,calculated,Inner Sphere,Standard,3062,Civil War,Juggernaut,TR:3050,3,5,,300,Standard Fusion,Standard,Standard,12,Double,Standard Armor,Endo Steel,296,18.5,6,2x LB 20-X AC; ER Large Laser; 2x Streak SRM 4; Improved C3 Computer,
meks-meks-3085u-onn-king-crab-kgc-005r,meks,King Crab,KGC-005r,King Crab KGC-005r,King Crab KGC-005r.mtf,meks/3085u/ONN/King Crab KGC-005r.mtf,1775,100,Assault,2335,calculated,11884000,calculated,Inner Sphere,Standard,3071,Jihad,Juggernaut,TR:3085,3,5,,300,Standard Fusion,Standard,Standard,12,Double,Standard(Inner Sphere),IS Endo Steel,288,18,4,2x LB 20-X AC; Streak SRM 4; Heavy PPC,
